name	ghidra_addr	body_bytes	callees	callers
setTurretMode	000aab90	506	24	1
isMining	000aadd8	12	0	1
isInRocketControl	000aade4	12	0	1
stopShooting	000aadf0	68	1	1
stopBoost	000aae34	68	1	1
isBoostRefreshed	000aae80	34	0	1
boost	000aaea4	88	1	1
getBoostSpeed	000aaf00	6	0	1
forceBoost	000aaf06	30	0	0
getCurrentMiningAmount	000aaf24	16	0	0
boosting	000aaf32	6	0	1
readyToBoost	000aaf38	16	0	1
getBoostPercentage	000aaf48	88	1	1
getBoostRate	000aafa0	48	0	1
getCloakRate	000aafd0	62	0	1
getDriveChargeRate	000ab00e	44	0	1
driveReady	000ab03a	14	0	1
isChargingDrive	000ab048	6	0	1
resetChargingDrive	000ab04e	8	0	1
isChargingCloak	000ab056	6	0	1
isRechargingCloak	000ab05c	14	0	1
getCloakRechargeRate	000ab06a	34	0	1
readyForCloak	000ab08c	30	0	0
isCloaked	000ab0aa	6	0	1
setCollide	000ab0b0	6	0	1
setLevel	000ab0b8	146	4	0
setRoute	000ab150	6	0	1
getRoute	000ab156	6	0	1
removeRoute	000ab15c	28	2	1
isDead	000ab17c	20	1	1
getHitpoints	000ab190	8	0	1
shoot	000ab198	256	7	1
hasAutoTurret	000ab29c	6	0	1
setAutoTurret	000ab2a2	20	0	1
autoTurretIsEnabled	000ab2b4	6	0	1
setTurretPosition	000ab2bc	44	2	0
getTurretPosition	000ab2ec	78	4	1
checkForTurret	000ab340	988	19	0
addGun	000ab778	22	1	0
addGun	000ab78e	24	1	0
getHullDamageRate	000ab7a4	8	0	1
getShieldDamageRate	000ab7aa	8	0	1
getCurrentSecondaryWeaponIndex	000ab7b0	6	0	1
setCurrentSecondaryWeaponIndex	000ab7b8	18	0	1
GetUpVector	000ab7d0	12	1	1
GetDirVector	000ab7dc	12	1	1
getPosition	000ab7e8	12	1	2
setActive	000ab7f4	6	0	1
setComputerControlled	000ab7fa	6	0	1
setFreeze	000ab800	6	0	1
setAutoPilot	000ab808	94	1	1
setThrust	000ab86c	6	0	1
getAutoPilotTarget	000ab872	6	0	1
goingToPlanet	000ab878	44	2	1
isAutoPilot	000ab8a4	6	0	1
goingToStream	000ab8aa	30	1	1
goingToStation	000ab8c8	46	1	1
goingToWaypoint	000ab8f6	6	0	1
goingToWormhole	000ab8fc	30	1	1
setPosition	000ab91c	40	2	1
setPosition	000ab948	14	1	1
isInWormhole	000ab94c	30	1	1
handleTurretView	000ab96c	614	16	1
roll	000abbf8	438	5	1
handleShip	000abdf0	832	16	1
getCloakingPercentage	000ac170	118	0	1
updateManeuver	000ac1f8	1150	27	1
moveToPosition	000ac6d4	894	22	1
handleAutoTurret	000aca78	910	23	1
update	000ace38	8416	152	1
calcCollision	000af0cc	932	27	1
isDockingToPlanet	000af494	6	0	1
isDockingToStream	000af49a	6	0	1
dockToAsteroid	000af4a0	200	10	1
approachAsteroid	000af570	1064	37	1
dockToDockingPoint	000af9f4	686	24	1
approachDockingPoint	000afcb8	2446	59	1
isDockingToDockingPoint	000b069c	22	0	1
isLandingOrTakingOff	000b06b2	28	0	1
operator=	000b06ce	30	2	2
hitCamera	000b06ec	24	0	1
right	000b0704	524	5	1
left	000b094c	520	5	1
down	000b0b90	560	5	1
up	000b0dfc	566	5	1
tryToStartEmergencySystem	000b106c	132	7	1
emergencySystemActive	000b10f8	14	0	1
collidesWithStation	000b1106	6	0	1
isHacking	000b110c	12	0	1
hackingWon	000b1118	16	0	1
deleteHackingGame	000b1126	28	2	1
getHackingGameDockIndex	000b1142	18	0	1
isInDockingProcedure	000b1152	22	0	1
turnVertical	000b1168	38	0	0
turnHorizontal	000b1194	30	0	0
getRocketBanking	000b11ae	6	0	1
strafe	000b11b4	198	3	0
hackingRotateRCW	000b128c	46	2	1
hackingRotateLCW	000b12b8	46	2	1
hackingShuffle	000b12e4	16	0	0
alignToHorizon	000b12f2	8	0	1
rotate	000b12fc	118	3	1
setRotation	000b137c	90	3	1
explode	000b13e0	172	6	1
revive	000b14a4	230	15	0
startSmokeEmission	000b1598	46	1	1
endExplosion	000b15c6	14	0	0
explosionEnded	000b15d4	26	0	1
aboutToReachAutoTarget	000b15ee	6	0	1
resetGunDelay	000b15f4	10	0	1
refillGunDelay	000b15fc	10	0	0
isDockedToAsteroid	000b1604	26	0	1
isDockingToAsteroid	000b161e	22	0	1
isDockedToMiningPlant	000b1634	68	5	1
isDockedToStream	000b167c	6	0	1
dockToPlanet	000b1684	106	3	1
stopPlanetDock	000b16f4	44	2	1
isDockedToPlanet	000b1720	18	0	1
dockToStream	000b1732	64	1	1
shouldSwitchToStandardCam	000b1772	22	0	1
shouldSwitchToFreeLookCam	000b1788	22	0	1
setDockingState	000b179e	22	0	1
stopMining	000b17b4	12	0	1
lostMiningGame	000b19c0	6	0	1
setRocketControl	000b19c6	82	2	1
killLiberator	000b1a18	154	2	1
initManeuver	000b1abc	174	6	1
render	000b1b78	224	6	1
hideShipForFirstPersonCameraView	000b1c56	50	0	1
setVisible	000b1c88	14	0	1
draw	000b1c98	576	10	1
drawThrottle	000b1f04	450	9	1
throttleChanged	000b20f4	58	0	1
getHandling	000b212e	6	0	0
shake	000b2134	158	1	0
getHUD	000b21e0	6	0	1
isInFreeLookMode	000b21e6	6	0	1
setFreeLookMode	000b21ec	6	0	1
setTargetFollowCamera	000b21f2	18	0	1
getTargetFollowCamera	000b2202	6	0	2
pitchAllPrimaryGuns	000b2208	8	0	1
setSpeed	000b220e	6	0	1
changeThrust	000b2214	90	0	0
getThrust	000b2274	6	0	1
getSpeed	000b227a	6	0	1
getDockTotalAmount	000b2280	6	0	1
getDockTransferedAmount	000b2286	6	0	1
TouchSlider	000b228c	152	4	1
setPosition	000b232c	68	0	1
draw	000b2378	68	3	1
getValue	000b23c0	46	0	2
setValue	000b23ee	52	0	1
setHalfTransparent	000b2426	6	0	1
OnTouchBegin	000b242c	28	1	1
touchedInside	000b2448	76	0	1
OnTouchMove	000b2494	72	0	1
OnTouchEnd	000b24dc	144	2	1
Player	000b2570	416	10	1
updateDamageRate	000b2730	130	0	1
Array	000b27b8	28	1	1
ArraySetLength<Array<Gun*>*>	000b27d4	52	2	1
Array	000b2808	28	1	1
ArraySetLength<Gun*>	000b2824	52	2	1
getPosition	000b2858	12	1	1
~Player	000b2864	124	6	1
ArrayReleaseClasses<Gun*>	000b28e4	80	3	1
~Array	000b2934	22	1	1
ArrayReleaseClasses<Array<Gun*>*>	000b294a	80	3	1
~Array	000b299a	22	1	1
~Array	000b29b0	22	1	1
setShootingEnabled	000b29c6	6	0	1
isAsteroid	000b29cc	22	0	1
isGasCloud	000b29e2	22	0	1
setNeverAttack	000b29f8	6	0	1
doesNeverAttack	000b29fe	6	0	1
setAlwaysEnemy	000b2a04	16	0	1
setAlwaysFriend	000b2a14	20	0	1
isAlwaysFriend	000b2a28	6	0	1
isAlwaysEnemy	000b2a2e	6	0	1
setEmpData	000b2a34	34	1	1
setPlayShootSound	000b2a56	10	0	1
setKIPlayer	000b2a64	6	0	1
getKIPlayer	000b2a6a	6	0	1
reset	000b2a70	88	1	1
setEnemies	000b2acc	118	6	1
Array	000b2b50	28	1	1
ArrayAdd<Player*>	000b2b6c	12	0	1
setEnemy	000b2b76	58	5	1
ArrayAdd<Player*>	000b2bbe	36	1	1
addEnemies	000b2be2	122	5	1
addEnemy	000b2c6a	92	6	1
getEnemy	000b2cd6	10	0	1
setHitpoints	000b2ce4	18	0	1
setShieldHP	000b2cf6	38	0	1
setArmorHP	000b2d1c	18	0	1
setGammaHP	000b2d30	42	0	1
setMaxEmpPoints	000b2d64	8	0	1
setMaxHitpoints	000b2d6c	10	0	1
setMaxShieldHP	000b2d76	20	0	0
setMaxArmorHP	000b2d8a	8	0	0
getMaxEmpPoints	000b2d96	6	0	1
getMaxShieldHP	000b2d9c	6	0	1
getShieldHP	000b2da2	14	0	1
getCombinedHP	000b2db0	38	0	1
getArmorHP	000b2dd6	6	0	1
getMaxArmorHP	000b2ddc	6	0	1
getGammaHP	000b2de2	14	0	1
regenerateShield	000b2df0	42	0	1
regenerateShield	000b2e1a	42	0	0
regenerateArmor	000b2e44	20	0	1
regenerateHull	000b2e58	20	0	1
getMaxHitpoints	000b2e70	6	0	1
getDamageRate	000b2e76	6	0	1
getEmpDamageRate	000b2e7c	6	0	0
getShieldDamageRate	000b2e82	6	0	1
getArmorDamageRate	000b2e88	6	0	1
setVulnerable	000b2e8e	6	0	1
setHitVector	000b2e94	6	0	1
setBombForce	000b2e9a	6	0	1
setEmpForce	000b2ea0	6	0	1
getBombForce	000b2ea6	6	0	1
getEmpForce	000b2eac	6	0	1
getHitVector	000b2eb2	16	0	1
damageHull	000b2ec6	62	0	0
damageShip	000b2f04	12	0	0
damageShield	000b2f10	82	0	0
damageGamma	000b2f62	52	0	1
resetDamageDoneByPlayer	000b2f96	14	0	1
damageEmp	000b2fa4	518	14	1
damage	000b31c0	1192	31	1
damage	000b3694	12	0	1
turnedEnemy	000b369e	6	0	1
turnEnemy	000b36a4	8	0	1
gunAvailable	000b36ac	34	0	1
isDead	000b36ce	12	0	1
isDamaged	000b36da	6	0	0
setActive	000b36e0	6	0	1
isActive	000b36e6	6	0	1
addGun	000b36ec	86	3	1
ArrayAdd<Gun*>	000b3750	36	1	1
calcWeaponSounds	000b3774	394	4	0
addGun	000b3910	106	3	1
removeAllGuns	000b3986	32	3	1
resetGunDelay	000b39aa	50	0	1
refillGunDelay	000b39dc	54	0	0
stopShootSound	000b3a14	66	0	1
playShootSound	000b3a64	164	2	1
shoot	000b3b20	402	4	1
stopShooting	000b3cbc	76	1	1
stopShooting	000b3d08	84	1	0
shoot	000b3d5c	456	5	1
shoot	000b3f30	110	1	1
shoot	000b3f9e	116	1	1
PlayEngineSound	000b4014	102	3	0
PauseEngineSound	000b4088	30	1	0
ResumeEngineSound	000b40ac	46	1	0
StopEngineSound	000b40e0	36	1	1
GetEngineEvent	000b4108	6	0	1
update	000b4110	422	9	1
heal	000b42dc	94	1	1
pitchAllPrimaryGuns	000b433a	38	0	0
ArrayAdd<Player*>	000b4362	54	2	0
AEGeometry	000b4398	186	6	1
AEGeometry	000b4468	122	2	1
~AEGeometry	000b44f8	66	1	5
addChild	000b453a	30	1	5
setMesh	000b4558	28	0	1
getParentPosition	000b4572	32	2	1
getPosition	000b4592	35	0	2
getUpVector	000b45c6	26	2	1
getRightVector	000b45e0	26	2	1
getRotation	000b45fa	14	0	0
getScaling	000b4608	14	0	1
getMatrix	000b4616	23	0	5
setPosition	000b4632	15	0	1
setDirection	000b4688	230	8	3
setRotation	000b4778	14	0	1
setRotation	000b4784	110	4	1
setScaling	000b47f8	8	0	1
setScaling	000b4800	112	4	1
setScaling	000b4874	12	0	1
rotate	000b4880	142	4	3
rotate	000b4914	14	0	1
translate	000b4920	12	0	1
translate	000b492c	136	5	1
moveForward	000b49b8	132	5	1
setVisible	000b4a40	10	0	1
isVisible	000b4a4a	6	0	1
render	000b4a50	18	0	3
updateReferenceMatrix	000b4a6a	28	1	1
setLodLastVisibleDistance	000b4a86	18	0	1
setLodChildMeshes	000b4a98	164	5	1
setLodChildTransform	000b4b3c	76	2	1
setLodMeshesWithMeshIds	000b4b88	248	4	1
setLodMeshes	000b4c84	248	4	1
updateLod	000b4d80	518	13	1
hasLod	000b4f94	10	0	1
DEBUG_setMeshMergerIndex	000b4f9e	6	0	0
PlayerJumpgate	000b4fa4	222	11	1
Array	000b50ac	28	1	1
ArraySetLength<BoundingVolume*>	000b50c8	52	2	1
~PlayerJumpgate	000b5100	16	1	0
addJumpAnimationHandle	000b5110	6	0	1
activate	000b5118	72	4	1
timeToJump	000b5164	40	1	1
animationEnded	000b5190	42	1	1
setPosition	000b51c0	46	0	0
update	000b51f0	42	2	0
outerCollide	000b5224	28	0	0
getCollisionNormal	000b5244	10	0	0
setState	000b524e	6	0	0
PlayerWormHole	000b5254	126	7	0
reset	000b52ec	18	0	1
~PlayerWormHole	000b5302	16	1	0
open	000b5314	10	0	1
isShrinking	000b5324	18	0	1
setPosition	000b5336	62	1	0
render	000b536a	14	0	0
freeMissionLock	000b5378	8	0	1
update	000b5380	996	27	0
getPosition	000b57a0	38	0	0
KIPlayer	000b57c8	496	13	1
~KIPlayer	000b59f4	168	9	1
ArrayReleaseClasses<SpacePoint*>	000b5ab0	80	3	1
~Array	000b5b00	22	1	1
~KIPlayer	000b5b16	16	1	0
isVisible	000b5b26	6	0	1
setVisible	000b5b2c	18	0	2
setSpacePoints	000b5b3e	6	0	1
getSpacePoints	000b5b44	6	0	0
getNearestNavigationPoint	000b5b4c	256	7	1
getNearestDockingPoint	000b5c54	226	6	1
setShipGroup	000b5d40	134	9	1
setJumper	000b5dd8	6	0	1
isJumper	000b5dde	6	0	1
reset	000b5de6	68	3	1
setToSleep	000b5e2a	28	1	1
setActive	000b5e46	6	0	1
setInitActive	000b5e4c	18	1	1
captureCrate	000b5e60	670	18	1
isDead	000b610c	14	0	1
isDying	000b611a	14	0	1
isWingMan	000b6128	6	0	1
setWingman	000b612e	12	0	1
setWingmanCommand	000b613a	6	0	1
setRotationSpeed	000b6144	6	0	1
setRoute	000b6150	36	2	1
setEnemies	000b6178	8	0	1
PauseEngineSound	000b617e	22	0	1
PlayEngineSound	000b6192	24	0	1
ResumeEngineSound	000b61a8	24	0	1
StopEngineSound	000b61be	22	0	1
addGun	000b61d2	8	0	1
addGun	000b61d8	8	0	0
getType	000b61de	6	0	1
isEnemy	000b61e4	8	0	1
getPosition	000b61ec	14	1	0
isDocked	000b61fa	14	0	1
setDead	000b6208	12	0	1
awake	000b6214	16	0	0
setJumpSphere	000b6224	6	0	0
createCrate	000b622c	194	8	1
cargoAvailable	000b6304	36	0	1
render	000b632c	6	0	1
translate	000b6332	52	2	0
jump	000b6350	14	0	0
setPosition	000b6360	50	4	0
setPosition	000b6394	40	1	0
getProjectionVector	000b63ca	10	0	0
projectCollisionOnSurface	000b63d4	10	0	0
ListItem	000b63e0	58	3	0
init	000b6428	50	0	1
ListItem	000b645a	144	3	1
ListItem	000b64fa	24	1	1
ListItem	000b6512	24	1	1
ListItem	000b652a	24	1	1
ListItem	000b6542	24	1	1
ListItem	000b655a	24	1	0
ListItem	000b6572	60	3	1
ListItem	000b65bc	50	3	1
ListItem	000b65fc	56	3	1
ListItem	000b6642	56	3	0
ListItem	000b6688	24	1	1
ListItem	000b66a0	68	3	0
ListItem	000b66f4	36	1	0
ListItem	000b6718	24	1	0
ListItem	000b6730	24	1	0
~ListItem	000b6748	38	0	1
isSelectable	000b676e	6	0	1
isImage	000b6774	14	0	0
isShip	000b6782	10	0	1
isItem	000b678c	10	0	1
isCargo	000b6796	10	0	0
isTab	000b67a0	30	0	0
isMission	000b67be	10	0	0
isSlot	000b67c8	14	0	1
isTextButton	000b67d6	6	0	1
isSellButton	000b67dc	20	0	1
isMoveToCargoButton	000b67f0	24	0	1
isBluePrint	000b6808	10	0	1
isPendingProduct	000b6812	10	0	1
isText	000b681c	6	0	0
getNumLines	000b6822	16	0	0
checkCredits	000b6834	54	3	0
checkSlot	000b6870	58	3	0
checkSort	000b68b0	48	2	0
getPrice	000b68e4	26	0	1
getIndex	000b68fc	48	0	1
Station	000b692c	60	2	2
Station	000b6978	92	5	1
~Station	000b69f4	222	11	1
ArrayReleaseClasses<Ship*>	000b6ae8	80	3	1
~Array	000b6b38	22	1	1
ArrayReleaseClasses<Item*>	000b6b4e	80	3	1
~Array	000b6b9e	22	1	1
~Array	000b6bb4	22	1	1
getName	000b6bce	12	1	1
setAttackedFriends	000b6bde	6	0	1
hasAttackedFriends	000b6be4	6	0	1
isAttackedByAliens	000b6bec	24	0	1
isDiscovered	000b6c10	24	1	1
visit	000b6c2c	50	2	1
removeShips	000b6c74	32	3	1
removeShip	000b6c94	16	0	1
ArrayRemove<Ship*>	000b6ca2	68	1	1
setShips	000b6ce6	106	7	1
setItems	000b6d5e	98	6	1
setAgents	000b6dce	36	3	1
ArrayReleaseClasses<Agent*>	000b6df2	80	3	1
hasItem	000b6e42	58	1	1
hasShip	000b6e7c	58	1	1
addItem	000b6eb6	118	4	2
addShip	000b6f36	98	3	1
stationHasPirateBase	000b6fa4	56	0	1
getPirateStationIndex	000b6fe4	36	0	1
stationHasHiddenBlueprint	000b700c	58	0	1
getHiddenBlueprintIndex	000b7050	36	0	1
clone	000b7078	88	5	0
equals	000b70ec	20	0	1
RepairBeam	000b7100	254	11	1
ArraySetLength<AEGeometry*>	000b721c	52	2	1
Array	000b7250	28	1	1
ArraySetLength<float>	000b726c	52	2	1
~RepairBeam	000b72a0	64	5	1
~Array	000b72e0	22	1	1
update	000b72f8	1788	39	1
render	000b7a48	44	1	1
ImagePart	000b7a74	48	2	1
draw	000b7aac	68	1	1
Explosion	000b7af4	796	11	1
setScaling	000b7e90	270	6	1
reset	000b7fb0	286	3	1
~Explosion	000b80d8	64	4	1
addFireStreaks	000b811c	346	10	1
playSound	000b82a8	212	2	1
start	000b83b0	370	8	1
start	000b853c	20	0	1
update	000b8668	422	11	1
update	000b8820	220	3	1
peakReached	000b8900	22	0	0
isPlaying	000b8916	6	0	1
render	000b891c	378	17	1
translate	000b8aa0	30	1	1
Status	000b8ac0	442	10	1
Array	000b8caa	28	1	1
Array	000b8cc6	28	1	1
Array	000b8ce2	28	1	1
ArraySetLength<Mission*>	000b8cfe	52	2	1
ArraySetLength<Station*>	000b8d32	52	2	1
ArraySetLength<bool>	000b8d66	48	2	1
~Status	000b8d96	130	9	1
ArrayReleaseClasses<Station*>	000b8e28	80	3	1
~Array	000b8e78	22	1	1
ArrayReleaseClasses<Wanted*>	000b8e8e	80	3	1
~Array	000b8ede	22	1	1
addPendingProduct	000b8ef4	144	6	1
Array	000b8f92	28	1	1
ArrayAdd<PendingProduct*>	000b8fae	36	1	0
setSystemVisibility	000b8fda	8	0	1
getStationStack	000b8fe2	6	0	1
setStationStack	000b8fe8	6	0	1
addStationToStack	000b8fee	130	4	1
isOnStack	000b9070	62	1	1
setStation	000b90b0	382	22	1
departStation	000b924c	972	26	1
inAlienOrbit	000b963c	12	0	1
getStation	000b9646	6	0	3
getPlayingTime	000b964c	6	0	1
setMission	000b9652	6	0	1
getShip	000b9658	6	0	12
gameWon	000b965e	14	0	1
getCurrentCampaignMission	000b966c	6	0	1
getCampaignMission	000b9672	10	0	1
getMission	000b967c	6	0	2
moveWanted	000b9684	828	28	1
getMissions	000b99e8	6	0	0
getFreelanceMission	000b99ee	10	0	1
setFreelanceMission	000b99f8	10	0	1
setCampaignMission	000b9a04	64	1	1
getNumberOfMissions	000b9a48	46	0	0
incMissionCount	000b9a7a	12	0	1
setCurrentCampaignMission	000b9a86	6	0	1
nextCampaignMission	000b9a8c	7626	50	1
changeCredits	000bbbb8	30	0	1
setShip	000bbbdc	34	2	1
setStationsVisited	000bbbfe	6	0	1
getStationsVisited	000bbc04	6	0	1
dlc1Won	000bbc0a	14	0	1
inEmptyOrbit	000bbc18	126	2	1
inPlanetRingOrbit	000bbc9c	52	2	1
orbitHasPlanetRing	000bbcd0	34	0	1
inStormOrbit	000bbcf2	66	3	1
inSupernovaSystem	000bbd34	44	2	1
getSystem	000bbd60	6	0	1
inFogSkyboxOrbit	000bbd66	50	2	1
inSupernovaOrbit	000bbd98	34	2	1
inDeepScienceOrbit	000bbdba	50	2	1
inBlackMarketSystem	000bbdec	34	2	1
inPirateLootOrbit	000bbe0e	50	2	1
hardCoreMode	000bbe40	30	0	1
getWantedInCurrentOrbit	000bbe64	130	5	1
missionFailed	000bbee6	80	2	1
missionCompleted	000bbf38	1320	25	1
setJumpgateUsed	000bc4d0	6	0	1
jumpgateUsed	000bc4d6	12	0	1
getJumpgateUsed	000bc4e2	6	0	1
crateCaptured	000bc4e8	12	0	1
setCapturedCrates	000bc4f4	6	0	1
getCapturedCrates	000bc4fa	6	0	1
incEquipmentBought	000bc500	12	0	0
setBoughtEquipment	000bc50c	6	0	1
getBoughtEquipment	000bc512	6	0	1
removeMission	000bc518	150	2	1
visitStation	000bc5b4	12	0	1
ArrayRelease<int>	000bc5c0	20	1	1
getPlanetNames	000bc5d4	6	0	1
getPlanetTextures	000bc5da	6	0	0
getCredits	000bc5e0	6	0	1
setRating	000bc5e6	6	0	1
setPlayingTime	000bc5ec	6	0	1
setKills	000bc5f2	6	0	1
setMissionCount	000bc5f8	6	0	1
setLevel	000bc5fe	6	0	1
setLastXP	000bc604	6	0	1
setGoodsProduced	000bc60a	6	0	1
getGoodsProduced	000bc610	6	0	1
incGoodsProduced	000bc616	12	0	1
setCredits	000bc622	6	0	1
checkForLevelUp	000bc628	94	1	1
getRating	000bc68c	6	0	1
getLastXP	000bc692	6	0	1
changeRating	000bc698	36	0	0
getKills	000bc6bc	6	0	1
incKills	000bc6c4	24	0	1
setPirateKills	000bc6e0	6	0	1
getPirateKills	000bc6e6	6	0	1
incPirateKills	000bc6ec	24	0	1
addKills	000bc708	12	0	1
getMissionCount	000bc714	6	0	1
getLevel	000bc71a	6	0	1
unlockBluePrint	000bc728	58	2	1
isBlueprintUnlocked	000bc762	70	1	1
incPlayingTime	000bc7aa	16	0	1
setWingmen	000bc7be	108	5	1
replaceHash	000bc83c	106	5	1
replaceHash	000bc8d4	218	7	1
stringHasToken	000bc9f4	26	1	1
calcCargoPrices	000bca10	666	20	1
loadAgents	000bccd4	40	4	1
getCollectedBounties	000bcd0c	14	0	1
incCollectedBounties	000bcd1a	16	0	1
isFreighterMissionStation	000bcd2c	62	0	1
getFreighterMissionStationBit	000bcd74	74	0	1
getGammaRayDamagePerSecond	000bcdc0	74	0	1
loadWanted	000bce18	40	4	1
isStorylineWanted	000bce52	10	0	1
wantedBoardAccessible	000bce5c	122	5	1
activateNewWanted	000bcedc	924	31	1
ArrayReleaseClasses<SolarSystem*>	000bd29c	80	3	1
~Array	000bd2ec	22	1	1
resetGame	000bd304	1592	44	1
~Array	000bd998	20	1	1
ArrayReleaseClasses<BluePrint*>	000bd9ac	80	3	1
~Array	000bd9fc	22	1	1
Array	000bda12	28	1	1
ArraySetLength<BluePrint*>	000bda2e	52	2	1
ArrayReleaseClasses<PendingProduct*>	000bda62	80	3	1
~Array	000bdab2	22	1	1
Level	000bdac8	258	2	1
~Level	000bdbd0	648	19	1
ArrayReleaseClasses<AbstractGun*>	000bde5c	74	1	1
~Array	000bdea6	22	1	1
ArrayReleaseClasses<KIPlayer*>	000bdebc	74	1	1
~Array	000bdf06	22	1	1
ArrayReleaseClasses<RadioMessage*>	000bdf1c	80	3	1
~Array	000bdf6c	22	1	1
setInitStreamOut	000bdf84	12	0	1
init	000bdf94	1480	46	1
createSpace	000be5b8	2458	54	1
createPlayer	000bf1bc	12	1	1
createAsteroids	000bf6f8	1450	27	1
createGasClouds	000bfd2c	602	20	1
createMission	000bffd8	16166	118	1
createScene	000c42ec	2092	39	1
createCampaignMission	000c4bb8	27540	111	1
createStaticObjects	000cbfa4	492	21	1
createSentryGuns	000cc1f4	208	12	1
createFighterTurrets	000cc2dc	250	7	1
createWingmen	000cc3ec	604	25	1
assignGuns	000cc680	2814	36	1
connectPlayers	000cd204	1124	20	1
enableParticleEffects	000cd68c	42	2	1
setPlayerEngineColor	000cd6b8	54	0	1
initParticleSystems	000cd6f8	1702	27	1
getStarSystem	000cde48	6	0	2
Array	000cde4e	28	1	1
ArraySetLength<KIPlayer*>	000cde6a	52	2	1
getGasClouds	000cde9e	6	0	1
createGun	000cdea4	1768	16	0
Array	000ce680	28	1	1
ArrayAdd<AbstractGun*>	000ce69c	36	1	1
createStaticObject	000ce6c0	6414	43	2
ArrayAdd<KIPlayer*>	000d01f0	36	1	1
createShip	000d0214	2190	20	2
createRoute	000d0ce0	210	5	1
setPlayerRoute	000d0dc8	28	2	1
createRadioMessages	000d0de4	11188	5	1
ArraySetLength<AbstractGun*>	000d3dde	52	2	1
ArraySetLength<Player*>	000d3e12	52	2	1
getBoundingVolume	000d3e48	496	14	1
Array	000d4060	28	1	1
ArraySetLength<RadioMessage*>	000d407c	52	2	1
getPlayer	000d40b0	6	0	5
getEnemies	000d40b6	6	0	6
getLandmarks	000d40bc	6	0	3
getAsteroids	000d40c2	6	0	1
getAsteroidWaypoint	000d40c8	6	0	1
getPlayerRoute	000d40ce	6	0	1
getEnemyRoute	000d40d4	6	0	0
getFriendRoute	000d40da	6	0	1
flashScreen	000d40e0	308	1	1
enemyDied	000d4230	488	8	1
junkDied	000d4428	30	0	1
applyKills	000d444c	38	2	0
friendDied	000d4478	12	0	1
wingmanDied	000d4484	104	2	1
ArrayRemove<AbyssEngine::String*>	000d44ec	68	1	0
asteroidDied	000d4530	12	0	1
getAsteroidsLeft	000d453c	6	0	0
getEnemiesLeft	000d4542	6	0	1
getFriendsLeft	000d4548	6	0	1
getMessages	000d454e	6	0	1
getTimeLimit	000d4554	6	0	1
collide	000d455a	20	0	0
isInAsteroidCenterRange	000d456e	14	0	1
collideStream	000d457c	24	0	1
collideStation	000d4594	80	1	1
renderBG	000d45e8	1260	35	1
render	000d4b10	402	1	1
render2D	000d4ca0	10	0	1
renderPause	000d4ca8	214	0	0
updateMissionOrbit	000d4d80	1124	8	1
updateOrbit	000d5208	940	13	1
alarmAllFriends	000d55d0	152	6	1
createRadioMessage	000d566c	1420	11	1
updateAlienAttackers	000d5ca4	642	11	1
update	000d5f58	726	24	1
checkObjective	000d6250	12	0	1
stealFriendCargo	000d625c	8	0	1
friendCargoWasStolen	000d6264	6	0	0
removeObjectives	000d626a	8	0	1
getPlayerGuns	000d6272	6	0	1
getEnemyGuns	000d6278	6	0	1
checkGameOver	000d627e	14	0	1
ArrayAdd<RadioMessage*>	000d628a	36	1	1
pirateStationAction	000d62b0	106	2	1
uncoverWanted	000d6320	100	4	1
attackWanted	000d6388	104	4	1
almostKillWanted	000d63f4	232	15	1
killWanted	000d64f0	22	0	1
friendTurnedEnemy	000d6506	24	0	1
enableFog	000d651c	12	0	1
enableMovingStars	000d6528	20	0	0
reset	000d653a	256	8	0
switchSkyboxForIntro	000d663c	76	3	1
switchSkyboxForSupernovaReversal	000d668c	98	4	1
getNumDockingTargets	000d66f8	46	0	1
getDockingTarget	000d6726	54	0	1
hasMiningPlant	000d675c	14	0	0
getMiningPlant	000d676a	22	0	0
getNumDeliveredOre	000d6780	6	0	1
incNumDeliveredOre	000d6786	12	0	1
getNumDeliveredPassengers	000d6792	6	0	1
incNumDeliveredPassengers	000d6798	12	0	0
StarMap	000d67a4	930	26	1
Array	000d6ba0	28	1	1
ArraySetLength<AbyssEngine::AEMath::Vector*>	000d6bbc	52	2	1
init	000d6bf0	2076	49	1
~StarMap	000d749c	224	5	1
initStarSystem	000d7580	1912	59	1
initLights	000d7d9c	54	2	1
setStart	000d7dd8	52	3	1
depart	000d7e0c	508	17	1
isInPlanetMode	000d8040	12	0	0
setJumpMapMode	000d804c	10	0	1
render	000d8058	134	7	1
drawKey	000d80e8	560	8	1
drawOnScreenInfo	000d8354	3336	44	1
draw	000d90f4	2460	38	1
missionChanged	000d9b48	6	0	0
askForJumpIntoAlienWorld	000d9b50	54	2	1
update	000d9b90	2970	40	1
ArrayRelease<bool>	000da7cc	18	1	1
OnTouchBegin	000da7e0	778	20	1
OnTouchMove	000dab0c	846	9	1
OnTouchEnd	000dae90	2668	46	1
RecordHandler	000dba2c	150	5	1
~RecordHandler	000dbb08	34	1	1
notEnoughMemory	000dbb30	22	1	0
readAllPreviewRecords	000dbb48	70	4	1
Array	000dbba0	28	1	1
ArraySetLength<GameRecord*>	000dbbbc	52	2	1
recordStoreReadPreview	000dbbf0	200	13	1
readAllRecords	000dbcdc	70	4	0
recordStoreRead	000dbd34	5014	64	1
readRecord	000dd25c	14	1	1
loadResolutionValue	000dd260	464	13	0
