class	method	ghidra_addr	body	callees
Player	getMaxHitpoints	000b2e70	6	0
Player	getDamageRate	000b2e76	6	0
Player	getEmpDamageRate	000b2e7c	6	0
Player	getShieldDamageRate	000b2e82	6	0
Player	getArmorDamageRate	000b2e88	6	0
Player	setVulnerable	000b2e8e	6	0
Player	setHitVector	000b2e94	6	0
Player	setBombForce	000b2e9a	6	0
Player	setEmpForce	000b2ea0	6	0
Player	getBombForce	000b2ea6	6	0
Player	getEmpForce	000b2eac	6	0
Player	getHitVector	000b2eb2	16	0
Player	damageHull	000b2ec6	62	0
Player	damageShip	000b2f04	12	0
Player	damageShield	000b2f10	82	0
Player	damageGamma	000b2f62	52	0
Player	resetDamageDoneByPlayer	000b2f96	14	0
Player	damageEmp	000b2fa4	518	14
Player	damage	000b31c0	1192	31
Player	damage	000b3694	12	0
Player	turnedEnemy	000b369e	6	0
Player	turnEnemy	000b36a4	8	0
Player	gunAvailable	000b36ac	34	0
Player	isDead	000b36ce	12	0
Player	isDamaged	000b36da	6	0
Player	setActive	000b36e0	6	0
Player	isActive	000b36e6	6	0
Player	addGun	000b36ec	86	3
(free)	ArrayAdd<Gun*>	000b3750	36	1
Player	calcWeaponSounds	000b3774	394	4
Player	addGun	000b3910	106	3
Player	removeAllGuns	000b3986	32	3
Player	resetGunDelay	000b39aa	50	0
Player	refillGunDelay	000b39dc	54	0
Player	stopShootSound	000b3a14	66	0
Player	playShootSound	000b3a64	164	2
Player	shoot	000b3b20	402	4
Player	stopShooting	000b3cbc	76	1
Player	stopShooting	000b3d08	84	1
Player	shoot	000b3d5c	456	5
Player	shoot	000b3f30	110	1
Player	shoot	000b3f9e	116	1
Player	PlayEngineSound	000b4014	102	3
Player	PauseEngineSound	000b4088	30	1
Player	ResumeEngineSound	000b40ac	46	1
Player	StopEngineSound	000b40e0	36	1
Player	GetEngineEvent	000b4108	6	0
Player	update	000b4110	422	9
Player	heal	000b42dc	94	1
Player	pitchAllPrimaryGuns	000b433a	38	0
(free)	ArrayAdd<Player*>	000b4362	54	2
AEGeometry	AEGeometry	000b4398	186	6
AEGeometry	AEGeometry	000b4468	122	2
AEGeometry	~AEGeometry	000b44f8	66	1
AEGeometry	addChild	000b453a	30	1
AEGeometry	setMesh	000b4558	28	0
AEGeometry	getParentPosition	000b4572	32	2
AEGeometry	getPosition	000b4592	35	0
AEGeometry	getUpVector	000b45c6	26	2
AEGeometry	getRightVector	000b45e0	26	2
AEGeometry	getRotation	000b45fa	14	0
AEGeometry	getScaling	000b4608	14	0
AEGeometry	getMatrix	000b4616	23	0
AEGeometry	setPosition	000b4632	15	0
AEGeometry	setDirection	000b4688	230	8
AEGeometry	setRotation	000b4778	14	0
AEGeometry	setRotation	000b4784	110	4
AEGeometry	setScaling	000b47f8	8	0
AEGeometry	setScaling	000b4800	112	4
AEGeometry	setScaling	000b4874	12	0
AEGeometry	rotate	000b4880	142	4
AEGeometry	rotate	000b4914	14	0
AEGeometry	translate	000b4920	12	0
AEGeometry	translate	000b492c	136	5
AEGeometry	moveForward	000b49b8	132	5
AEGeometry	setVisible	000b4a40	10	0
AEGeometry	isVisible	000b4a4a	6	0
AEGeometry	render	000b4a50	18	0
AEGeometry	updateReferenceMatrix	000b4a6a	28	1
AEGeometry	setLodLastVisibleDistance	000b4a86	18	0
AEGeometry	setLodChildMeshes	000b4a98	164	5
AEGeometry	setLodChildTransform	000b4b3c	76	2
AEGeometry	setLodMeshesWithMeshIds	000b4b88	248	4
AEGeometry	setLodMeshes	000b4c84	248	4
AEGeometry	updateLod	000b4d80	518	13
AEGeometry	hasLod	000b4f94	10	0
AEGeometry	DEBUG_setMeshMergerIndex	000b4f9e	6	0
PlayerJumpgate	PlayerJumpgate	000b4fa4	222	11
Array<BoundingVolume*>	Array	000b50ac	28	1
(free)	ArraySetLength<BoundingVolume*>	000b50c8	52	2
PlayerJumpgate	~PlayerJumpgate	000b5100	16	1
PlayerJumpgate	addJumpAnimationHandle	000b5110	6	0
PlayerJumpgate	activate	000b5118	72	4
PlayerJumpgate	timeToJump	000b5164	40	1
PlayerJumpgate	animationEnded	000b5190	42	1
PlayerJumpgate	setPosition	000b51c0	46	0
PlayerJumpgate	update	000b51f0	42	2
KIPlayer	outerCollide	000b5224	28	0
KIPlayer	getCollisionNormal	000b5244	10	0
KIPlayer	setState	000b524e	6	0
PlayerWormHole	PlayerWormHole	000b5254	126	7
PlayerWormHole	reset	000b52ec	18	0
PlayerWormHole	~PlayerWormHole	000b5302	16	1
PlayerWormHole	open	000b5314	10	0
PlayerWormHole	isShrinking	000b5324	18	0
PlayerWormHole	setPosition	000b5336	62	1
PlayerWormHole	render	000b536a	14	0
PlayerWormHole	freeMissionLock	000b5378	8	0
PlayerWormHole	update	000b5380	996	27
PlayerWormHole	getPosition	000b57a0	38	0
KIPlayer	KIPlayer	000b57c8	496	13
KIPlayer	~KIPlayer	000b59f4	168	9
(free)	ArrayReleaseClasses<SpacePoint*>	000b5ab0	80	3
Array<SpacePoint*>	~Array	000b5b00	22	1
KIPlayer	~KIPlayer	000b5b16	16	1
KIPlayer	isVisible	000b5b26	6	0
KIPlayer	setVisible	000b5b2c	18	0
KIPlayer	setSpacePoints	000b5b3e	6	0
KIPlayer	getSpacePoints	000b5b44	6	0
KIPlayer	getNearestNavigationPoint	000b5b4c	256	7
KIPlayer	getNearestDockingPoint	000b5c54	226	6
KIPlayer	setShipGroup	000b5d40	134	9
KIPlayer	setJumper	000b5dd8	6	0
KIPlayer	isJumper	000b5dde	6	0
KIPlayer	reset	000b5de6	68	3
KIPlayer	setToSleep	000b5e2a	28	1
KIPlayer	setActive	000b5e46	6	0
KIPlayer	setInitActive	000b5e4c	18	1
KIPlayer	captureCrate	000b5e60	670	18
KIPlayer	isDead	000b610c	14	0
KIPlayer	isDying	000b611a	14	0
KIPlayer	isWingMan	000b6128	6	0
KIPlayer	setWingman	000b612e	12	0
KIPlayer	setWingmanCommand	000b613a	6	0
KIPlayer	setRotationSpeed	000b6144	6	0
KIPlayer	setRoute	000b6150	36	2
KIPlayer	setEnemies	000b6178	8	0
KIPlayer	PauseEngineSound	000b617e	22	0
KIPlayer	PlayEngineSound	000b6192	24	0
KIPlayer	ResumeEngineSound	000b61a8	24	0
KIPlayer	StopEngineSound	000b61be	22	0
KIPlayer	addGun	000b61d2	8	0
KIPlayer	addGun	000b61d8	8	0
KIPlayer	getType	000b61de	6	0
KIPlayer	isEnemy	000b61e4	8	0
KIPlayer	getPosition	000b61ec	14	1
KIPlayer	isDocked	000b61fa	14	0
KIPlayer	setDead	000b6208	12	0
KIPlayer	awake	000b6214	16	0
KIPlayer	setJumpSphere	000b6224	6	0
KIPlayer	createCrate	000b622c	194	8
KIPlayer	cargoAvailable	000b6304	36	0
KIPlayer	render	000b632c	6	0
KIPlayer	translate	000b6332	52	2
KIPlayer	jump	000b6350	14	0
KIPlayer	setPosition	000b6360	50	4
KIPlayer	setPosition	000b6394	40	1
KIPlayer	getProjectionVector	000b63ca	10	0
KIPlayer	projectCollisionOnSurface	000b63d4	10	0
ListItem	ListItem	000b63e0	58	3
ListItem	init	000b6428	50	0
ListItem	ListItem	000b645a	144	3
ListItem	ListItem	000b64fa	24	1
ListItem	ListItem	000b6512	24	1
ListItem	ListItem	000b652a	24	1
ListItem	ListItem	000b6542	24	1
ListItem	ListItem	000b655a	24	1
ListItem	ListItem	000b6572	60	3
ListItem	ListItem	000b65bc	50	3
ListItem	ListItem	000b65fc	56	3
ListItem	ListItem	000b6642	56	3
ListItem	ListItem	000b6688	24	1
ListItem	ListItem	000b66a0	68	3
ListItem	ListItem	000b66f4	36	1
ListItem	ListItem	000b6718	24	1
ListItem	ListItem	000b6730	24	1
ListItem	~ListItem	000b6748	38	0
ListItem	isSelectable	000b676e	6	0
ListItem	isImage	000b6774	14	0
ListItem	isShip	000b6782	10	0
ListItem	isItem	000b678c	10	0
ListItem	isCargo	000b6796	10	0
ListItem	isTab	000b67a0	30	0
ListItem	isMission	000b67be	10	0
ListItem	isSlot	000b67c8	14	0
ListItem	isTextButton	000b67d6	6	0
ListItem	isSellButton	000b67dc	20	0
ListItem	isMoveToCargoButton	000b67f0	24	0
ListItem	isBluePrint	000b6808	10	0
ListItem	isPendingProduct	000b6812	10	0
ListItem	isText	000b681c	6	0
ListItem	getNumLines	000b6822	16	0
ListItem	checkCredits	000b6834	54	3
ListItem	checkSlot	000b6870	58	3
ListItem	checkSort	000b68b0	48	2
ListItem	getPrice	000b68e4	26	0
ListItem	getIndex	000b68fc	48	0
Station	Station	000b692c	60	2
Station	Station	000b6978	92	5
Station	~Station	000b69f4	222	11
(free)	ArrayReleaseClasses<Ship*>	000b6ae8	80	3
Array<Ship*>	~Array	000b6b38	22	1
(free)	ArrayReleaseClasses<Item*>	000b6b4e	80	3
Array<Item*>	~Array	000b6b9e	22	1
Array<Agent*>	~Array	000b6bb4	22	1
Station	getName	000b6bce	12	1
Station	setAttackedFriends	000b6bde	6	0
Station	hasAttackedFriends	000b6be4	6	0
Station	isAttackedByAliens	000b6bec	24	0
Station	isDiscovered	000b6c10	24	1
Station	visit	000b6c2c	50	2
Station	removeShips	000b6c74	32	3
Station	removeShip	000b6c94	16	0
(free)	ArrayRemove<Ship*>	000b6ca2	68	1
Station	setShips	000b6ce6	106	7
Station	setItems	000b6d5e	98	6
Station	setAgents	000b6dce	36	3
(free)	ArrayReleaseClasses<Agent*>	000b6df2	80	3
Station	hasItem	000b6e42	58	1
Station	hasShip	000b6e7c	58	1
Station	addItem	000b6eb6	118	4
Station	addShip	000b6f36	98	3
Station	stationHasPirateBase	000b6fa4	56	0
Station	getPirateStationIndex	000b6fe4	36	0
Station	stationHasHiddenBlueprint	000b700c	58	0
Station	getHiddenBlueprintIndex	000b7050	36	0
Station	clone	000b7078	88	5
Station	equals	000b70ec	20	0
RepairBeam	RepairBeam	000b7100	254	11
(free)	ArraySetLength<AEGeometry*>	000b721c	52	2
Array<float>	Array	000b7250	28	1
(free)	ArraySetLength<float>	000b726c	52	2
RepairBeam	~RepairBeam	000b72a0	64	5
Array<float>	~Array	000b72e0	22	1
RepairBeam	update	000b72f8	1788	39
RepairBeam	render	000b7a48	44	1
ImagePart	ImagePart	000b7a74	48	2
ImagePart	draw	000b7aac	68	1
Explosion	Explosion	000b7af4	796	11
Explosion	setScaling	000b7e90	270	6
Explosion	reset	000b7fb0	286	3
Explosion	~Explosion	000b80d8	64	4
Explosion	addFireStreaks	000b811c	346	10
Explosion	playSound	000b82a8	212	2
Explosion	start	000b83b0	370	8
Explosion	start	000b853c	20	0
Explosion	update	000b8668	422	11
Explosion	update	000b8820	220	3
Explosion	peakReached	000b8900	22	0
Explosion	isPlaying	000b8916	6	0
Explosion	render	000b891c	378	17
Explosion	translate	000b8aa0	30	1
Status	Status	000b8ac0	442	10
Array<Mission*>	Array	000b8caa	28	1
Array<Station*>	Array	000b8cc6	28	1
Array<bool>	Array	000b8ce2	28	1
(free)	ArraySetLength<Mission*>	000b8cfe	52	2
(free)	ArraySetLength<Station*>	000b8d32	52	2
(free)	ArraySetLength<bool>	000b8d66	48	2
Status	~Status	000b8d96	130	9
(free)	ArrayReleaseClasses<Station*>	000b8e28	80	3
Array<Station*>	~Array	000b8e78	22	1
(free)	ArrayReleaseClasses<Wanted*>	000b8e8e	80	3
Array<Wanted*>	~Array	000b8ede	22	1
Status	addPendingProduct	000b8ef4	144	6
Array<PendingProduct*>	Array	000b8f92	28	1
(free)	ArrayAdd<PendingProduct*>	000b8fae	36	1
Status	setSystemVisibility	000b8fda	8	0
Status	getStationStack	000b8fe2	6	0
Status	setStationStack	000b8fe8	6	0
Status	addStationToStack	000b8fee	130	4
Status	isOnStack	000b9070	62	1
Status	setStation	000b90b0	382	22
Status	departStation	000b924c	972	26
Status	inAlienOrbit	000b963c	12	0
Status	getStation	000b9646	6	0
Status	getPlayingTime	000b964c	6	0
Status	setMission	000b9652	6	0
Status	getShip	000b9658	6	0
Status	gameWon	000b965e	14	0
Status	getCurrentCampaignMission	000b966c	6	0
Status	getCampaignMission	000b9672	10	0
Status	getMission	000b967c	6	0
Status	moveWanted	000b9684	828	28
Status	getMissions	000b99e8	6	0
Status	getFreelanceMission	000b99ee	10	0
Status	setFreelanceMission	000b99f8	10	0
Status	setCampaignMission	000b9a04	64	1
Status	getNumberOfMissions	000b9a48	46	0
Status	incMissionCount	000b9a7a	12	0
Status	setCurrentCampaignMission	000b9a86	6	0
Status	nextCampaignMission	000b9a8c	7626	50
Status	changeCredits	000bbbb8	30	0
Status	setShip	000bbbdc	34	2
Status	setStationsVisited	000bbbfe	6	0
Status	getStationsVisited	000bbc04	6	0
Status	dlc1Won	000bbc0a	14	0
Status	inEmptyOrbit	000bbc18	126	2
