# Registry of recovered functions (the regression set + coverage source of truth).
# Columns: name <tab> elf_vaddr(hex) <tab> nbytes <tab> obj <tab> sym_substr <tab> status(exact|near)
# (Android target; ELF vaddr = Ghidra addr - 0x10000.)
getCurrentWeaponSlot_174a16	174a16	28	build/obj/recovered/Ship/getCurrentWeaponSlot_174a16.o	getCurrentWeaponSlot	exact
getBaseHP_174ab4	174ab4	28	build/obj/recovered/Ship/getBaseHP_174ab4.o	getBaseHP	exact
getMaxArmorHP_174afa	174afa	28	build/obj/recovered/Ship/getMaxArmorHP_174afa.o	getMaxArmorHP	exact
getMaxShieldHP_174b38	174b38	28	build/obj/recovered/Ship/getMaxShieldHP_174b38.o	getMaxShieldHP	exact
getShieldRegen_174b3c	174b3c	28	build/obj/recovered/Ship/getShieldRegen_174b3c.o	getShieldRegen	exact
getValue_174b40	174b40	28	build/obj/recovered/Ship/getValue_174b40.o	getValue	exact
getRadarType_174b44	174b44	28	build/obj/recovered/Ship/getRadarType_174b44.o	getRadarType	exact
getBoostSpeed_174b48	174b48	28	build/obj/recovered/Ship/getBoostSpeed_174b48.o	getBoostSpeed	exact
getBoostTime_174b4c	174b4c	28	build/obj/recovered/Ship/getBoostTime_174b4c.o	getBoostTime	exact
getBoostDelay_174b50	174b50	28	build/obj/recovered/Ship/getBoostDelay_174b50.o	getBoostDelay	exact
getAgility_174b54	174b54	28	build/obj/recovered/Ship/getAgility_174b54.o	getAgility	exact
getFireRateFactor_174b58	174b58	28	build/obj/recovered/Ship/getFireRateFactor_174b58.o	getFireRateFactor	exact
getDamageFactor_174b5c	174b5c	28	build/obj/recovered/Ship/getDamageFactor_174b5c.o	getDamageFactor	exact
hasBooster_174b9a	174b9a	36	build/obj/recovered/Ship/hasBooster_174b9a.o	hasBooster	exact
hasJumpDriveIntegrated_174bcc	174bcc	52	build/obj/recovered/Ship/hasJumpDriveIntegrated_174bcc.o	hasJumpDriveIntegrated	exact
hasCloak_174be8	174be8	58	build/obj/recovered/Ship/hasCloak_174be8.o	hasCloak	exact
hasCloakIntegrated_174c0a	174c0a	48	build/obj/recovered/Ship/hasCloakIntegrated_174c0a.o	hasCloakIntegrated	exact
hasEmergencySystem_174c22	174c22	30	build/obj/recovered/Ship/hasEmergencySystem_174c22.o	hasEmergencySystem	exact
getRepairType_174c28	174c28	28	build/obj/recovered/Ship/getRepairType_174c28.o	getRepairType	exact
getSignatureRace_174c2c	174c2c	28	build/obj/recovered/Ship/getSignatureRace_174c2c.o	getSignatureRace	exact
getFirePower_174c30	174c30	28	build/obj/recovered/Ship/getFirePower_174c30.o	getFirePower	exact
getBaseLoad_174c34	174c34	28	build/obj/recovered/Ship/getBaseLoad_174c34.o	getBaseLoad	exact
getCargoPlus_174c38	174c38	28	build/obj/recovered/Ship/getCargoPlus_174c38.o	getCargoPlus	exact
getCompression_174c3c	174c3c	28	build/obj/recovered/Ship/getCompression_174c3c.o	getCompression	exact
getMaxLoad_174c40	174c40	32	build/obj/recovered/Ship/getMaxLoad_174c40.o	getMaxLoad	exact
getCurrentLoad_174c48	174c48	28	build/obj/recovered/Ship/getCurrentLoad_174c48.o	getCurrentLoad	exact
getFreeSpace_174c7c	174c7c	36	build/obj/recovered/Ship/getFreeSpace_174c7c.o	getFreeSpace	exact
getEquipment_174c88	174c88	28	build/obj/recovered/Ship/getEquipment_174c88.o	getEquipment	exact
getCargo_174c8c	174c8c	28	build/obj/recovered/Ship/getCargo_174c8c.o	getCargo	exact
spaceAvailable_174f96	174f96	44	build/obj/recovered/Ship/spaceAvailable_174f96.o	spaceAvailable	exact
getMaxPassengers_1752d4	1752d4	28	build/obj/recovered/Ship/getMaxPassengers_1752d4.o	getMaxPassengers	exact
getSlots_175388	175388	32	build/obj/recovered/Ship/getSlots_175388.o	getSlots	exact
getFreeSlots_17541e	17541e	42	build/obj/recovered/Ship/getFreeSlots_17541e.o	getFreeSlots	exact
setPrice_1755b8	1755b8	28	build/obj/recovered/Ship/setPrice_1755b8.o	setPrice	exact
equals_175686	175686	38	build/obj/recovered/Ship/equals_175686.o	equals	exact
getNumAddedDeviceSlots_175694	175694	28	build/obj/recovered/Ship/getNumAddedDeviceSlots_175694.o	getNumAddedDeviceSlots	exact
getUnmoddedHandling_175698	175698	28	build/obj/recovered/Ship/getUnmoddedHandling_175698.o	getUnmoddedHandling	exact
getMods_1756ca	1756ca	28	build/obj/recovered/Ship/getMods_1756ca.o	getMods	exact
getPendingProducts_a8fd2	a8fd2	28	build/obj/recovered/Status/getPendingProducts_a8fd2.o	getPendingProducts	exact
getSystemVisibilities_a8fd6	a8fd6	28	build/obj/recovered/Status/getSystemVisibilities_a8fd6.o	getSystemVisibilities	exact
setSystemVisibility_a8fda	a8fda	32	build/obj/recovered/Status/setSystemVisibility_a8fda.o	setSystemVisibility	exact
getStationStack_a8fe2	a8fe2	30	build/obj/recovered/Status/getStationStack_a8fe2.o	getStationStack	exact
setStationStack_a8fe8	a8fe8	30	build/obj/recovered/Status/setStationStack_a8fe8.o	setStationStack	exact
getStation_a9646	a9646	30	build/obj/recovered/Status/getStation_a9646.o	getStation	exact
getPlayingTime_a964c	a964c	30	build/obj/recovered/Status/getPlayingTime_a964c.o	getPlayingTime	exact
setMission_a9652	a9652	30	build/obj/recovered/Status/setMission_a9652.o	setMission	exact
getShip_a9658	a9658	30	build/obj/recovered/Status/getShip_a9658.o	getShip	exact
gameWon_a965e	a965e	38	build/obj/recovered/Status/gameWon_a965e.o	gameWon	exact
getCurrentCampaignMission_a966c	a966c	30	build/obj/recovered/Status/getCurrentCampaignMission_a966c.o	getCurrentCampaignMission	exact
getCampaignMission_a9672	a9672	34	build/obj/recovered/Status/getCampaignMission_a9672.o	getCampaignMission	exact
getMission_a967c	a967c	30	build/obj/recovered/Status/getMission_a967c.o	getMission	exact
getPassengers_a99e0	a99e0	28	build/obj/recovered/Status/getPassengers_a99e0.o	getPassengers	exact
setPassengers_a99e4	a99e4	28	build/obj/recovered/Status/setPassengers_a99e4.o	setPassengers	exact
getMissions_a99e8	a99e8	30	build/obj/recovered/Status/getMissions_a99e8.o	getMissions	exact
getFreelanceMission_a99ee	a99ee	34	build/obj/recovered/Status/getFreelanceMission_a99ee.o	getFreelanceMission	exact
