mangled(_Z..)	demangled	in_ios_hd	in_ios_105	in_android	addr_ios_hd	addr_android
_Z19ArrayReleaseClassesIP10RepairBeamEvR5ArrayIT_E	void ArrayReleaseClasses<RepairBeam*>(Array<RepairBeam*>&)			Y		0009a20e
_Z19ArrayReleaseClassesIP10SpacePointEvR5ArrayIT_E	void ArrayReleaseClasses<SpacePoint*>(Array<SpacePoint*>&)			Y		000a5ab0
_Z19ArrayReleaseClassesIP11AbstractGunEvR5ArrayIT_E	void ArrayReleaseClasses<AbstractGun*>(Array<AbstractGun*>&)			Y		000ade5c
_Z19ArrayReleaseClassesIP11SolarSystemEvR5ArrayIT_E	void ArrayReleaseClasses<SolarSystem*>(Array<SolarSystem*>&)			Y		000ad29c
_Z19ArrayReleaseClassesIP11TouchButtonEvR5ArrayIT_E	void ArrayReleaseClasses<TouchButton*>(Array<TouchButton*>&)			Y		000d923c
_Z19ArrayReleaseClassesIP11TouchSliderEvR5ArrayIT_E	void ArrayReleaseClasses<TouchSlider*>(Array<TouchSlider*>&)			Y		0012538a
_Z19ArrayReleaseClassesIP12RadioMessageEvR5ArrayIT_E	void ArrayReleaseClasses<RadioMessage*>(Array<RadioMessage*>&)			Y		000adf1c
_Z19ArrayReleaseClassesIP14AELowLevelFileEvR5ArrayIT_E	void ArrayReleaseClasses<AELowLevelFile*>(Array<AELowLevelFile*>&)	Y	Y	Y	0030ac80	000702e4
_Z19ArrayReleaseClassesIP14BoundingVolumeEvR5ArrayIT_E	void ArrayReleaseClasses<BoundingVolume*>(Array<BoundingVolume*>&)			Y		000dc8bc
_Z19ArrayReleaseClassesIP14PendingProductEvR5ArrayIT_E	void ArrayReleaseClasses<PendingProduct*>(Array<PendingProduct*>&)			Y		000ada62
_Z19ArrayReleaseClassesIP16AEPaymentProductEvR5ArrayIT_E	void ArrayReleaseClasses<AEPaymentProduct*>(Array<AEPaymentProduct*>&)	Y			00353c90	
_Z19ArrayReleaseClassesIP18ParticleSystemMeshEvR5ArrayIT_E	void ArrayReleaseClasses<ParticleSystemMesh*>(Array<ParticleSystemMesh*>&)			Y		00183d24
_Z19ArrayReleaseClassesIP20ParticleSystemSpriteEvR5ArrayIT_E	void ArrayReleaseClasses<ParticleSystemSprite*>(Array<ParticleSystemSprite*>&)			Y		00183d74
_Z19ArrayReleaseClassesIP3GunEvR5ArrayIT_E	void ArrayReleaseClasses<Gun*>(Array<Gun*>&)			Y		000a28e4
_Z19ArrayReleaseClassesIP4ItemEvR5ArrayIT_E	void ArrayReleaseClasses<Item*>(Array<Item*>&)			Y		000a6b4e
_Z19ArrayReleaseClassesIP4NodeEvR5ArrayIT_E	void ArrayReleaseClasses<Node*>(Array<Node*>&)			Y		0011ba30
_Z19ArrayReleaseClassesIP4ShipEvR5ArrayIT_E	void ArrayReleaseClasses<Ship*>(Array<Ship*>&)			Y		000a6ae8
_Z19ArrayReleaseClassesIP5AgentEvR5ArrayIT_E	void ArrayReleaseClasses<Agent*>(Array<Agent*>&)			Y		000a6df2
_Z19ArrayReleaseClassesIP5ArrayIP3GunEEvRS0_IT_E	void ArrayReleaseClasses<Array<Gun*>*>(Array<Array<Gun*>*>&)			Y		000a294a
_Z19ArrayReleaseClassesIP5ArrayIP8ListItemEEvRS0_IT_E	void ArrayReleaseClasses<Array<ListItem*>*>(Array<Array<ListItem*>*>&)			Y		0011dae2
_Z19ArrayReleaseClassesIP5ArrayIP9ImagePartEEvRS0_IT_E	void ArrayReleaseClasses<Array<ImagePart*>*>(Array<Array<ImagePart*>*>&)			Y		0016a9be
_Z19ArrayReleaseClassesIP5ArrayIPN11AbyssEngine6AEMath6VectorEEEvRS0_IT_E	void ArrayReleaseClasses<Array<AbyssEngine::AEMath::Vector*>*>(Array<Array<AbyssEngine::AEMath::Vector*>*>&)			Y		000997e6
_Z19ArrayReleaseClassesIP5ArrayIPN11AbyssEngine6StringEEEvRS0_IT_E	void ArrayReleaseClasses<Array<AbyssEngine::String*>*>(Array<Array<AbyssEngine::String*>*>&)			Y		00125a70
_Z19ArrayReleaseClassesIP6WantedEvR5ArrayIT_E	void ArrayReleaseClasses<Wanted*>(Array<Wanted*>&)			Y		000a8e8e
_Z19ArrayReleaseClassesIP7StationEvR5ArrayIT_E	void ArrayReleaseClasses<Station*>(Array<Station*>&)			Y		000a8e28
_Z19ArrayReleaseClassesIP8KIPlayerEvR5ArrayIT_E	void ArrayReleaseClasses<KIPlayer*>(Array<KIPlayer*>&)			Y		000adebc
_Z19ArrayReleaseClassesIP8ListItemEvR5ArrayIT_E	void ArrayReleaseClasses<ListItem*>(Array<ListItem*>&)			Y		0011da7c
_Z19ArrayReleaseClassesIP8NewsItemEvR5ArrayIT_E	void ArrayReleaseClasses<NewsItem*>(Array<NewsItem*>&)			Y		0015e06c
_Z19ArrayReleaseClassesIP8WaypointEvR5ArrayIT_E	void ArrayReleaseClasses<Waypoint*>(Array<Waypoint*>&)			Y		0011bd34
_Z19ArrayReleaseClassesIP9BluePrintEvR5ArrayIT_E	void ArrayReleaseClasses<BluePrint*>(Array<BluePrint*>&)			Y		000ad9ac
_Z19ArrayReleaseClassesIP9ExplosionEvR5ArrayIT_E	void ArrayReleaseClasses<Explosion*>(Array<Explosion*>&)			Y		00156640
_Z19ArrayReleaseClassesIP9ImagePartEvR5ArrayIT_E	void ArrayReleaseClasses<ImagePart*>(Array<ImagePart*>&)			Y		000e0fa8
_Z19ArrayReleaseClassesIP9ObjectiveEvR5ArrayIT_E	void ArrayReleaseClasses<Objective*>(Array<Objective*>&)			Y		00097c5c
_Z19ArrayReleaseClassesIPN11AbyssEngine16ShaderBaseStructEEvR5ArrayIT_E	void ArrayReleaseClasses<AbyssEngine::ShaderBaseStruct*>(Array<AbyssEngine::ShaderBaseStruct*>&)	Y	Y	Y	0032faa8	00084240
_Z19ArrayReleaseClassesIPN11AbyssEngine6AEMath6VectorEEvR5ArrayIT_E	void ArrayReleaseClasses<AbyssEngine::AEMath::Vector*>(Array<AbyssEngine::AEMath::Vector*>&)			Y		00099788
_Z19ArrayReleaseClassesIPN11AbyssEngine6StringEEvR5ArrayIT_E	void ArrayReleaseClasses<AbyssEngine::String*>(Array<AbyssEngine::String*>&)	Y	Y	Y	0031d494	000784e8
_Z19ArrayReleaseClassesIPN11AbyssEngine8KeyFrameEEvR5ArrayIT_E	void ArrayReleaseClasses<AbyssEngine::KeyFrame*>(Array<AbyssEngine::KeyFrame*>&)	Y	Y	Y	00310cb8	000775e8
_Z19IsDialogNotVisible2i	IsDialogNotVisible2(int)			Y		00069e90
_Z19IsStarMapNotVisiblei	IsStarMapNotVisible(int)			Y		00069ee0
_Z19OnCreateApplicationPN11AbyssEngine6EngineE	OnCreateApplication(AbyssEngine::Engine*)			Y		000d0738
_Z19setValuesForGamepadff	setValuesForGamepad(float, float)			Y		0006b290
_Z20ArrayRemoveAllCachedIN11AbyssEngine6AEMath6MatrixEEvR5ArrayIT_E	void ArrayRemoveAllCached<AbyssEngine::AEMath::Matrix>(Array<AbyssEngine::AEMath::Matrix>&)	Y	Y		003262c8	
_Z20ArrayRemoveAllCachedIPN11AbyssEngine15AELoadedTextureEEvR5ArrayIT_E	void ArrayRemoveAllCached<AbyssEngine::AELoadedTexture*>(Array<AbyssEngine::AELoadedTexture*>&)	Y	Y		0031db8c	
_Z20ArrayRemoveAllCachedIPN11AbyssEngine4MeshEEvR5ArrayIT_E	void ArrayRemoveAllCached<AbyssEngine::Mesh*>(Array<AbyssEngine::Mesh*>&)	Y	Y		003262dc	
_Z20ArrayRemoveAllCachedIjEvR5ArrayIT_E	void ArrayRemoveAllCached<unsigned int>(Array<unsigned int>&)	Y	Y		003262f0	
_Z20OnDestroyApplicationPN11AbyssEngine6EngineE	OnDestroyApplication(AbyssEngine::Engine*)			Y		000d06c4
_Z20keyReleasedWithDelayPN11AbyssEngine6EngineEi	keyReleasedWithDelay(AbyssEngine::Engine*, int)			Y		0006a620
_Z21IsInGameSubMenuActivei	IsInGameSubMenuActive(int)			Y		0006a010
_Z21SendStoredKeyUpEventsPN11AbyssEngine6EngineE	SendStoredKeyUpEvents(AbyssEngine::Engine*)			Y		0006a5e4
_Z21drawControlsInterfacexxP9PlayerEgobjj	drawControlsInterface(long long, long long, PlayerEgo*, bool, unsigned int, unsigned int)			Y		0016600e
_Z22KeyboardAnimationTimerPN11AbyssEngine6EngineE	KeyboardAnimationTimer(AbyssEngine::Engine*)			Y		0006a89c
_Z23ActualizeMouseVisibiltyi	ActualizeMouseVisibilty(int)			Y		0006a8a0
_Z24IsInGameSubMenuNotActivei	IsInGameSubMenuNotActive(int)			Y		00069e5c
_Z24actualizeButtonPositionsPN11AbyssEngine6EngineE	actualizeButtonPositions(AbyssEngine::Engine*)			Y		0006a69c
_Z27loadLowTexturesAndMaterialsPN11AbyssEngine6EngineE	loadLowTexturesAndMaterials(AbyssEngine::Engine*)			Y		00118188
_Z31SwitchToOtherMouseConifgurationi	SwitchToOtherMouseConifguration(int)			Y		0006a03c
_Z4logePc	loge(char*)			Y		0006ddf2
_Z4logiPc	logi(char*)			Y		0006ddf0
_Z7SpeedUpv	SpeedUp()			Y		0006b284
_Z7glErrorv	glError()			Y		00083ee8
_Z8AddTouchiiii	AddTouch(int, int, int, int)			Y		000950dc
_Z8ArrayAddIN11AbyssEngine6AEMath6MatrixEEvT_R5ArrayIS3_E	void ArrayAdd<AbyssEngine::AEMath::Matrix>(AbyssEngine::AEMath::Matrix, Array<AbyssEngine::AEMath::Matrix>&)	Y		Y	0031ddc0	0007d3cc
_Z8ArrayAddIN16ParticleSettings11ParticleSetEEvT_R5ArrayIS2_E	void ArrayAdd<ParticleSettings::ParticleSet>(ParticleSettings::ParticleSet, Array<ParticleSettings::ParticleSet>&)			Y		001839d8
_Z8ArrayAddIP10AEGeometryEvT_R5ArrayIS2_E	void ArrayAdd<AEGeometry*>(AEGeometry*, Array<AEGeometry*>&)			Y		0009522a
_Z8ArrayAddIP10RepairBeamEvT_R5ArrayIS2_E	void ArrayAdd<RepairBeam*>(RepairBeam*, Array<RepairBeam*>&)			Y		0009a4e8
_Z8ArrayAddIP10SpacePointEvT_R5ArrayIS2_E	void ArrayAdd<SpacePoint*>(SpacePoint*, Array<SpacePoint*>&)			Y		001217f4
_Z8ArrayAddIP11AbstractGunEvT_R5ArrayIS2_E	void ArrayAdd<AbstractGun*>(AbstractGun*, Array<AbstractGun*>&)			Y		000be69c
_Z8ArrayAddIP11TouchButtonEvT_R5ArrayIS2_E	void ArrayAdd<TouchButton*>(TouchButton*, Array<TouchButton*>&)			Y		0012510c
_Z8ArrayAddIP11TouchSliderEvT_R5ArrayIS2_E	void ArrayAdd<TouchSlider*>(TouchSlider*, Array<TouchSlider*>&)			Y		0012514c
_Z8ArrayAddIP12RadioMessageEvT_R5ArrayIS2_E	void ArrayAdd<RadioMessage*>(RadioMessage*, Array<RadioMessage*>&)			Y		000c628a
_Z8ArrayAddIP14AELowLevelFileEvT_R5ArrayIS2_E	void ArrayAdd<AELowLevelFile*>(AELowLevelFile*, Array<AELowLevelFile*>&)	Y	Y	Y	0030ad80	00070ac8
_Z8ArrayAddIP14AEPakFileEntryEvT_R5ArrayIS2_E	void ArrayAdd<AEPakFileEntry*>(AEPakFileEntry*, Array<AEPakFileEntry*>&)			Y		000705b4
_Z8ArrayAddIP14BoundingVolumeEvT_R5ArrayIS2_E	void ArrayAdd<BoundingVolume*>(BoundingVolume*, Array<BoundingVolume*>&)			Y		000dfbc4
_Z8ArrayAddIP14PendingProductEvT_R5ArrayIS2_E	void ArrayAdd<PendingProduct*>(PendingProduct*, Array<PendingProduct*>&)			Y		000a8fae
_Z8ArrayAddIP18ParticleSystemMeshEvT_R5ArrayIS2_E	void ArrayAdd<ParticleSystemMesh*>(ParticleSystemMesh*, Array<ParticleSystemMesh*>&)			Y		00183b00
_Z8ArrayAddIP20ParticleSystemSpriteEvT_R5ArrayIS2_E	void ArrayAdd<ParticleSystemSprite*>(ParticleSystemSprite*, Array<ParticleSystemSprite*>&)			Y		00183adc
_Z8ArrayAddIP3GunEvT_R5ArrayIS2_E	void ArrayAdd<Gun*>(Gun*, Array<Gun*>&)			Y		000a3750
_Z8ArrayAddIP4ItemEvT_R5ArrayIS2_E	void ArrayAdd<Item*>(Item*, Array<Item*>&)			Y		00095ba8
_Z8ArrayAddIP4NodeEvT_R5ArrayIS2_E	void ArrayAdd<Node*>(Node*, Array<Node*>&)			Y		0011b944
_Z8ArrayAddIP4ShipEvT_R5ArrayIS2_E	void ArrayAdd<Ship*>(Ship*, Array<Ship*>&)			Y		000964ac
_Z8ArrayAddIP6PlayerEvPKT_jR5ArrayIS2_E	void ArrayAdd<Player*>(Player* const*, unsigned int, Array<Player*>&)			Y		000a4362
_Z8ArrayAddIP6PlayerEvRK5ArrayIT_ERS4_	void ArrayAdd<Player*>(Array<Player*> const&, Array<Player*>&)			Y		000a2b6c
_Z8ArrayAddIP6PlayerEvT_R5ArrayIS2_E	void ArrayAdd<Player*>(Player*, Array<Player*>&)			Y		000a2bbe
_Z8ArrayAddIP6WantedEvT_R5ArrayIS2_E	void ArrayAdd<Wanted*>(Wanted*, Array<Wanted*>&)			Y		000e100e
_Z8ArrayAddIP8KIPlayerEvT_R5ArrayIS2_E	void ArrayAdd<KIPlayer*>(KIPlayer*, Array<KIPlayer*>&)			Y		000c01f0
_Z8ArrayAddIP8ListItemEvT_R5ArrayIS2_E	void ArrayAdd<ListItem*>(ListItem*, Array<ListItem*>&)			Y		0011e720
_Z8ArrayAddIP8NewsItemEvT_R5ArrayIS2_E	void ArrayAdd<NewsItem*>(NewsItem*, Array<NewsItem*>&)			Y		0015c834
_Z8ArrayAddIP8WaypointEvT_R5ArrayIS2_E	void ArrayAdd<Waypoint*>(Waypoint*, Array<Waypoint*>&)			Y		0011bc32
_Z8ArrayAddIP9ObjectiveEvT_R5ArrayIS2_E	void ArrayAdd<Objective*>(Objective*, Array<Objective*>&)			Y		00097d1a
_Z8ArrayAddIPN11AbyssEngine11TokenStructEEvT_R5ArrayIS3_E	void ArrayAdd<AbyssEngine::TokenStruct*>(AbyssEngine::TokenStruct*, Array<AbyssEngine::TokenStruct*>&)	Y	Y	Y	0033112c	000878e8
_Z8ArrayAddIPN11AbyssEngine12SpriteSystemEEvT_R5ArrayIS3_E	void ArrayAdd<AbyssEngine::SpriteSystem*>(AbyssEngine::SpriteSystem*, Array<AbyssEngine::SpriteSystem*>&)	Y	Y	Y	0031d8e8	0007a6f8
_Z8ArrayAddIPN11AbyssEngine15AELoadedTextureEEvT_R5ArrayIS3_E	void ArrayAdd<AbyssEngine::AELoadedTexture*>(AbyssEngine::AELoadedTexture*, Array<AbyssEngine::AELoadedTexture*>&)	Y	Y	Y	00329dc0	0006ffe8
_Z8ArrayAddIPN11AbyssEngine16ShaderBaseStructEEvT_R5ArrayIS3_E	void ArrayAdd<AbyssEngine::ShaderBaseStruct*>(AbyssEngine::ShaderBaseStruct*, Array<AbyssEngine::ShaderBaseStruct*>&)	Y	Y	Y	0032fc10	000865a4
_Z8ArrayAddIPN11AbyssEngine18IApplicationModuleEEvT_R5ArrayIS3_E	void ArrayAdd<AbyssEngine::IApplicationModule*>(AbyssEngine::IApplicationModule*, Array<AbyssEngine::IApplicationModule*>&)	Y	Y	Y	0033712c	0008230e
_Z8ArrayAddIPN11AbyssEngine4MeshEEvT_R5ArrayIS3_E	void ArrayAdd<AbyssEngine::Mesh*>(AbyssEngine::Mesh*, Array<AbyssEngine::Mesh*>&)	Y	Y	Y	00310b8c	0006d050
_Z8ArrayAddIPN11AbyssEngine6AEMath6VectorEEvT_R5ArrayIS4_E	void ArrayAdd<AbyssEngine::AEMath::Vector*>(AbyssEngine::AEMath::Vector*, Array<AbyssEngine::AEMath::Vector*>&)			Y		00121528
_Z8ArrayAddIPN11AbyssEngine6CameraEEvT_R5ArrayIS3_E	void ArrayAdd<AbyssEngine::Camera*>(AbyssEngine::Camera*, Array<AbyssEngine::Camera*>&)	Y	Y	Y	0031dac4	0007b75c
_Z8ArrayAddIPN11AbyssEngine6StringEEvT_R5ArrayIS3_E	void ArrayAdd<AbyssEngine::String*>(AbyssEngine::String*, Array<AbyssEngine::String*>&)	Y	Y	Y	0033718c	0007330c
_Z8ArrayAddIPN11AbyssEngine7Image2DEEvT_R5ArrayIS3_E	void ArrayAdd<AbyssEngine::Image2D*>(AbyssEngine::Image2D*, Array<AbyssEngine::Image2D*>&)	Y	Y	Y	0031d818	00079d38
_Z8ArrayAddIPN11AbyssEngine7KeyCodeEEvT_R5ArrayIS3_E	void ArrayAdd<AbyssEngine::KeyCode*>(AbyssEngine::KeyCode*, Array<AbyssEngine::KeyCode*>&)	Y	Y	Y	00331268	00087928
_Z8ArrayAddIPN11AbyssEngine8KeyFrameEEvT_R5ArrayIS3_E	void ArrayAdd<AbyssEngine::KeyFrame*>(AbyssEngine::KeyFrame*, Array<AbyssEngine::KeyFrame*>&)	Y	Y	Y	00310c74	000759a0
_Z8ArrayAddIPN11AbyssEngine8MaterialEEvT_R5ArrayIS3_E	void ArrayAdd<AbyssEngine::Material*>(AbyssEngine::Material*, Array<AbyssEngine::Material*>&)	Y	Y	Y	0031d890	0007a4ec
_Z8ArrayAddIPN11AbyssEngine8ResourceEEvPKT_jR5ArrayIS3_E	void ArrayAdd<AbyssEngine::Resource*>(AbyssEngine::Resource* const*, unsigned int, Array<AbyssEngine::Resource*>&)	Y	Y	Y	0031d3dc	00077f4e
_Z8ArrayAddIPN11AbyssEngine8ResourceEEvT_R5ArrayIS3_E	void ArrayAdd<AbyssEngine::Resource*>(AbyssEngine::Resource*, Array<AbyssEngine::Resource*>&)	Y	Y	Y	0031d428	00077f90
_Z8ArrayAddIPN11AbyssEngine9CheatCodeEEvT_R5ArrayIS3_E	void ArrayAdd<AbyssEngine::CheatCode*>(AbyssEngine::CheatCode*, Array<AbyssEngine::CheatCode*>&)	Y	Y	Y	00331c7c	0007460e
_Z8ArrayAddIPN11AbyssEngine9ImageFontEEvT_R5ArrayIS3_E	void ArrayAdd<AbyssEngine::ImageFont*>(AbyssEngine::ImageFont*, Array<AbyssEngine::ImageFont*>&)	Y	Y	Y	0031d7b8	00079bf4
_Z8ArrayAddIPN11AbyssEngine9TransformEEvT_R5ArrayIS3_E	void ArrayAdd<AbyssEngine::Transform*>(AbyssEngine::Transform*, Array<AbyssEngine::Transform*>&)	Y	Y	Y	00310c00	00074b76
_Z8ArrayAddIbEvT_R5ArrayIS0_E	void ArrayAdd<bool>(bool, Array<bool>&)			Y		0017698c
_Z8ArrayAddIfEvT_R5ArrayIS0_E	void ArrayAdd<float>(float, Array<float>&)			Y		00176968
_Z8ArrayAddIhEvPKT_jR5ArrayIS0_E	void ArrayAdd<unsigned char>(unsigned char const*, unsigned int, Array<unsigned char>&)			Y		000cde6c
_Z8ArrayAddIiEvT_R5ArrayIS0_E	void ArrayAdd<int>(int, Array<int>&)	Y		Y	0032fc54	000817f2
_Z8ArrayAddIjEvT_R5ArrayIS0_E	void ArrayAdd<unsigned int>(unsigned int, Array<unsigned int>&)	Y	Y	Y	0031deb0	0007d460
_Z8ArrayAddItEvT_R5ArrayIS0_E	void ArrayAdd<unsigned short>(unsigned short, Array<unsigned short>&)	Y	Y	Y	00331cc0	00074632
_Z8ArrayAddIxEvT_R5ArrayIS0_E	void ArrayAdd<long long>(long long, Array<long long>&)			Y		00082620
_Z8ArraySetIN16ParticleSettings11ParticleSetEEvPKT_jR5ArrayIS2_E	void ArraySet<ParticleSettings::ParticleSet>(ParticleSettings::ParticleSet const*, unsigned int, Array<ParticleSettings::ParticleSet>&)			Y		00182b4a
_Z8ArraySetIN16ParticleSettings11ParticleSetEEvRK5ArrayIT_ERS4_	void ArraySet<ParticleSettings::ParticleSet>(Array<ParticleSettings::ParticleSet> const&, Array<ParticleSettings::ParticleSet>&)			Y		00181af4
_Z8ArraySetIPN11AbyssEngine8KeyFrameEEvPKT_jR5ArrayIS3_E	void ArraySet<AbyssEngine::KeyFrame*>(AbyssEngine::KeyFrame* const*, unsigned int, Array<AbyssEngine::KeyFrame*>&)	Y	Y	Y	00310d4c	00077636
_Z8ArraySetIPN11AbyssEngine8KeyFrameEEvRK5ArrayIT_ERS5_	void ArraySet<AbyssEngine::KeyFrame*>(Array<AbyssEngine::KeyFrame*> const&, Array<AbyssEngine::KeyFrame*>&)	Y	Y	Y	00310bd0	00074b6c
_Z8GetTouchi	GetTouch(int)			Y		00095170
_Z9GetEnginev	GetEngine()			Y		00093c88
_Z9HideMousev	HideMouse()			Y		0006a024
_ZN10AEGeometry10getScalingEv	AEGeometry::getScaling()			Y		000a4608
_ZN10AEGeometry10setScalingERKN11AbyssEngine6AEMath6VectorE	AEGeometry::setScaling(AbyssEngine::AEMath::Vector const&)			Y		000a4874
_ZN10AEGeometry10setScalingEf	AEGeometry::setScaling(float)			Y		000a47f8
_ZN10AEGeometry10setScalingEfff	AEGeometry::setScaling(float, float, float)			Y		000a4800
_ZN10AEGeometry10setVisibleEb	AEGeometry::setVisible(bool)			Y		000a4a40
_ZN10AEGeometry11getPositionEv	AEGeometry::getPosition()			Y		000a4592
_ZN10AEGeometry11getRotationEv	AEGeometry::getRotation()			Y		000a45fa
_ZN10AEGeometry11getUpVectorEv	AEGeometry::getUpVector()			Y		000a45c6
_ZN10AEGeometry11moveForwardEf	AEGeometry::moveForward(float)			Y		000a49b8
_ZN10AEGeometry11setPositionERKN11AbyssEngine6AEMath6VectorE	AEGeometry::setPosition(AbyssEngine::AEMath::Vector const&)			Y		000a4632
_ZN10AEGeometry11setPositionEfff	AEGeometry::setPosition(float, float, float)			Y		000a4640
_ZN10AEGeometry11setRotationERKN11AbyssEngine6AEMath6VectorE	AEGeometry::setRotation(AbyssEngine::AEMath::Vector const&)			Y		000a4778
_ZN10AEGeometry11setRotationEfff	AEGeometry::setRotation(float, float, float)			Y		000a4784
_ZN10AEGeometry12getDirectionEv	AEGeometry::getDirection()			Y		000a45ac
_ZN10AEGeometry12setDirectionERKN11AbyssEngine6AEMath6VectorES4_	AEGeometry::setDirection(AbyssEngine::AEMath::Vector const&, AbyssEngine::AEMath::Vector const&)			Y		000a4688
_ZN10AEGeometry12setLodMeshesEPtPii	AEGeometry::setLodMeshes(unsigned short*, int*, int)			Y		000a4c84
_ZN10AEGeometry14getRightVectorEv	AEGeometry::getRightVector()			Y		000a45e0
_ZN10AEGeometry16setRotationOrderEN11AbyssEngine6AEMath13RotationOrderE	AEGeometry::setRotationOrder(AbyssEngine::AEMath::RotationOrder)			Y		000a4a66
_ZN10AEGeometry17getParentPositionEv	AEGeometry::getParentPosition()			Y		000a4572
_ZN10AEGeometry17setLodChildMeshesEPt	AEGeometry::setLodChildMeshes(unsigned short*)			Y		000a4a98
_ZN10AEGeometry18getReferenceMatrixEv	AEGeometry::getReferenceMatrix()			Y		000a462e
_ZN10AEGeometry20setLodChildTransformEj	AEGeometry::setLodChildTransform(unsigned int)			Y		000a4b3c
_ZN10AEGeometry21updateReferenceMatrixEv	AEGeometry::updateReferenceMatrix()			Y		000a4a6a
_ZN10AEGeometry23setLodMeshesWithMeshIdsEPtPjPii	AEGeometry::setLodMeshesWithMeshIds(unsigned short*, unsigned int*, int*, int)			Y		000a4b88
_ZN10AEGeometry24DEBUG_setMeshMergerIndexEiP13LodMeshMerger	AEGeometry::DEBUG_setMeshMergerIndex(int, LodMeshMerger*)			Y		000a4f9e
_ZN10AEGeometry25setLodLastVisibleDistanceEy	AEGeometry::setLodLastVisibleDistance(unsigned long long)			Y		000a4a86
_ZN10AEGeometry5getIDEv	AEGeometry::getID()			Y		000a4a62
_ZN10AEGeometry6hasLodEv	AEGeometry::hasLod()			Y		000a4f94
_ZN10AEGeometry6renderEv	AEGeometry::render()			Y		000a4a50
_ZN10AEGeometry6rotateERKN11AbyssEngine6AEMath6VectorE	AEGeometry::rotate(AbyssEngine::AEMath::Vector const&)			Y		000a4914
_ZN10AEGeometry6rotateEfff	AEGeometry::rotate(float, float, float)			Y		000a4880
_ZN10AEGeometry7setMeshEt	AEGeometry::setMesh(unsigned short)			Y		000a4558
_ZN10AEGeometry8addChildEj	AEGeometry::addChild(unsigned int)			Y		000a453a
_ZN10AEGeometry9getMatrixEv	AEGeometry::getMatrix()			Y		000a4616
_ZN10AEGeometry9isVisibleEv	AEGeometry::isVisible()			Y		000a4a4a
_ZN10AEGeometry9setMatrixERKN11AbyssEngine6AEMath6MatrixE	AEGeometry::setMatrix(AbyssEngine::AEMath::Matrix const&)			Y		000a4624
_ZN10AEGeometry9translateERKN11AbyssEngine6AEMath6VectorE	AEGeometry::translate(AbyssEngine::AEMath::Vector const&)			Y		000a4920
_ZN10AEGeometry9translateEfff	AEGeometry::translate(float, float, float)			Y		000a492c
_ZN10AEGeometry9updateLodERKN11AbyssEngine6AEMath6VectorEf	AEGeometry::updateLod(AbyssEngine::AEMath::Vector const&, float)			Y		000a4d80
_ZN10AEGeometryC1EPN11AbyssEngine11PaintCanvasE	AEGeometry::AEGeometry(AbyssEngine::PaintCanvas*)			Y		000a4468
_ZN10AEGeometryC1EtPN11AbyssEngine11PaintCanvasEb	AEGeometry::AEGeometry(unsigned short, AbyssEngine::PaintCanvas*, bool)			Y		000a4398
_ZN10AEGeometryC2EPN11AbyssEngine11PaintCanvasE	AEGeometry::AEGeometry(AbyssEngine::PaintCanvas*)			Y		000a4468
_ZN10AEGeometryC2EtPN11AbyssEngine11PaintCanvasEb	AEGeometry::AEGeometry(unsigned short, AbyssEngine::PaintCanvas*, bool)			Y		000a4398
_ZN10AEGeometryD1Ev	AEGeometry::~AEGeometry()			Y		000a44f8
_ZN10AEGeometryD2Ev	AEGeometry::~AEGeometry()			Y		000a44f8
_ZN10GameRecord4loadEv	GameRecord::load()			Y		001559f0
_ZN10GameRecordC1Ev	GameRecord::GameRecord()			Y		00155900
_ZN10GameRecordC2Ev	GameRecord::GameRecord()			Y		00155900
_ZN10GameRecordD1Ev	GameRecord::~GameRecord()			Y		001559d4
_ZN10GameRecordD2Ev	GameRecord::~GameRecord()			Y		001559d4
_ZN10HangarList11fillBuyListEP8ListItem	HangarList::fillBuyList(ListItem*)			Y		0011e2e0
_ZN10HangarList11initShipTabEP4Ship	HangarList::initShipTab(Ship*)			Y		0011db48
_ZN10HangarList11initShopTabEP5ArrayIP4ItemEPS0_IP4ShipE	HangarList::initShopTab(Array<Item*>*, Array<Ship*>*)			Y		0011de38
_ZN10HangarList13getCurrentTabEv	HangarList::getCurrentTab()			Y		0011e79a
_ZN10HangarList13setCurrentTabEib	HangarList::setCurrentTab(int, bool)			Y		0011e782
_ZN10HangarList14getCurrentItemEv	HangarList::getCurrentItem()			Y		0011e744
_ZN10HangarList16getCurrentItemAtEi	HangarList::getCurrentItemAt(int)			Y		0011e74a
_ZN10HangarList16getCurrentLengthEv	HangarList::getCurrentLength()			Y		0011e786
_ZN10HangarList16initBlueprintTabEP5ArrayIP9BluePrintE	HangarList::initBlueprintTab(Array<BluePrint*>*)			Y		0011e088
_ZN10HangarList18getCurrentTabItemsEv	HangarList::getCurrentTabItems()			Y		0011e772
_ZN10HangarList19fillIngredientsListEP9BluePrintb	HangarList::fillIngredientsList(BluePrint*, bool)			Y		0011e5a8
_ZN10HangarList19getCurrentItemIndexEv	HangarList::getCurrentItemIndex()			Y		0011e79e
_ZN10HangarList19setCurrentItemIndexEi	HangarList::setCurrentItemIndex(int)			Y		0011e7a2
_ZN10HangarList4initEP4ShipP5ArrayIP4ItemEPS2_IS1_EPS2_IP9BluePrintE	HangarList::init(Ship*, Array<Item*>*, Array<Ship*>*, Array<BluePrint*>*)			Y		0011e234
_ZN10HangarList7releaseEv	HangarList::release()			Y		0011da10
