mangled(_Z..)	demangled	in_ios_hd	in_ios_105	in_android	addr_ios_hd	addr_android
_ZN14PendingProductC2EP9BluePrint	PendingProduct::PendingProduct(BluePrint*)			Y		0012d3c8
_ZN14PendingProductC2EiN11AbyssEngine6StringEii	PendingProduct::PendingProduct(int, AbyssEngine::String, int, int)			Y		0012d448
_ZN14PendingProductD1Ev	PendingProduct::~PendingProduct()			Y		0012d480
_ZN14PendingProductD2Ev	PendingProduct::~PendingProduct()			Y		0012d480
_ZN14PlayerAsteroid10getQualityEv	PlayerAsteroid::getQuality()			Y		000e29e8
_ZN14PlayerAsteroid10getScalingEv	PlayerAsteroid::getScaling()			Y		000e29ee
_ZN14PlayerAsteroid11getPositionEv	PlayerAsteroid::getPosition()			Y		000e29ca
_ZN14PlayerAsteroid11setPositionERKN11AbyssEngine6AEMath6VectorE	PlayerAsteroid::setPosition(AbyssEngine::AEMath::Vector const&)			Y		000e29d6
_ZN14PlayerAsteroid12outerCollideEN11AbyssEngine6AEMath6VectorE	PlayerAsteroid::outerCollide(AbyssEngine::AEMath::Vector)			Y		000e3078
_ZN14PlayerAsteroid12outerCollideEfff	PlayerAsteroid::outerCollide(float, float, float)			Y		000e306e
_ZN14PlayerAsteroid16getQualityStringEv	PlayerAsteroid::getQualityString()			Y		000e2a00
_ZN14PlayerAsteroid16setAsteroidIndexEi	PlayerAsteroid::setAsteroidIndex(int)			Y		000e29c4
_ZN14PlayerAsteroid17setAsteroidCenterEN11AbyssEngine6AEMath6VectorE	PlayerAsteroid::setAsteroidCenter(AbyssEngine::AEMath::Vector)			Y		000e2a3c
_ZN14PlayerAsteroid18setRotationEnabledEb	PlayerAsteroid::setRotationEnabled(bool)			Y		000e2a90
_ZN14PlayerAsteroid19getProjectionVectorERKN11AbyssEngine6AEMath6VectorE	PlayerAsteroid::getProjectionVector(AbyssEngine::AEMath::Vector const&)			Y		000e3084
_ZN14PlayerAsteroid20getQualityFrameIndexEv	PlayerAsteroid::getQualityFrameIndex()			Y		000e29f4
_ZN14PlayerAsteroid4pushEi	PlayerAsteroid::push(int)			Y		000e2bd8
_ZN14PlayerAsteroid6renderEv	PlayerAsteroid::render()			Y		000e3038
_ZN14PlayerAsteroid6updateEi	PlayerAsteroid::update(int)			Y		000e2d20
_ZN14PlayerAsteroid7collideEfff	PlayerAsteroid::collide(float, float, float)			Y		000e3104
_ZN14PlayerAsteroid8initPushERKN11AbyssEngine6AEMath6VectorEi	PlayerAsteroid::initPush(AbyssEngine::AEMath::Vector const&, int)			Y		000e2a98
_ZN14PlayerAsteroid9isMinableEv	PlayerAsteroid::isMinable()			Y		000e29e2
_ZN14PlayerAsteroid9translateERKN11AbyssEngine6AEMath6VectorE	PlayerAsteroid::translate(AbyssEngine::AEMath::Vector const&)			Y		000e29dc
_ZN14PlayerAsteroidC1EiP10AEGeometryiiRKN11AbyssEngine6AEMath6VectorEfi	PlayerAsteroid::PlayerAsteroid(int, AEGeometry*, int, int, AbyssEngine::AEMath::Vector const&, float, int)			Y		000e2648
_ZN14PlayerAsteroidC2EiP10AEGeometryiiRKN11AbyssEngine6AEMath6VectorEfi	PlayerAsteroid::PlayerAsteroid(int, AEGeometry*, int, int, AbyssEngine::AEMath::Vector const&, float, int)			Y		000e2648
_ZN14PlayerAsteroidD0Ev	PlayerAsteroid::~PlayerAsteroid()			Y		000e29b4
_ZN14PlayerAsteroidD1Ev	PlayerAsteroid::~PlayerAsteroid()			Y		000e2980
_ZN14PlayerAsteroidD2Ev	PlayerAsteroid::~PlayerAsteroid()			Y		000e2980
_ZN14PlayerCreature12getEnduranceEv	PlayerCreature::getEndurance()			Y		0011d004
_ZN14PlayerCreature12getItemIndexEv	PlayerCreature::getItemIndex()			Y		0011cff8
_ZN14PlayerCreature12outerCollideEfff	PlayerCreature::outerCollide(float, float, float)			Y		0011cfe0
_ZN14PlayerCreature15getMaxEnduranceEv	PlayerCreature::getMaxEndurance()			Y		0011cffe
_ZN14PlayerCreature4hookEi	PlayerCreature::hook(int)			Y		0011cd44
_ZN14PlayerCreature4rageEi	PlayerCreature::rage(int)			Y		0011cce8
_ZN14PlayerCreature5resetEv	PlayerCreature::reset()			Y		0011cc40
_ZN14PlayerCreature6renderEv	PlayerCreature::render()			Y		0011cfb8
_ZN14PlayerCreature6unhookEv	PlayerCreature::unhook()			Y		0011cd4e
_ZN14PlayerCreature6updateEi	PlayerCreature::update(int)			Y		0011cd68
_ZN14PlayerCreature7collideEfff	PlayerCreature::collide(float, float, float)			Y		0011cfdc
_ZN14PlayerCreature8calmDownEv	PlayerCreature::calmDown()			Y		0011cc28
_ZN14PlayerCreature8isCaughtEv	PlayerCreature::isCaught()			Y		0011cd3e
_ZN14PlayerCreature8isHookedEv	PlayerCreature::isHooked()			Y		0011cd38
_ZN14PlayerCreature9getWeightEv	PlayerCreature::getWeight()			Y		0011cfe4
_ZN14PlayerCreatureC1EiiP6PlayerP10AEGeometryfff	PlayerCreature::PlayerCreature(int, int, Player*, AEGeometry*, float, float, float)			Y		0011cb5c
_ZN14PlayerCreatureC2EiiP6PlayerP10AEGeometryfff	PlayerCreature::PlayerCreature(int, int, Player*, AEGeometry*, float, float, float)			Y		0011cb5c
_ZN14PlayerCreatureD0Ev	PlayerCreature::~PlayerCreature()			Y		0011ccd8
_ZN14PlayerCreatureD1Ev	PlayerCreature::~PlayerCreature()			Y		0011ccd4
_ZN14PlayerCreatureD2Ev	PlayerCreature::~PlayerCreature()			Y		0011ccd4
_ZN14PlayerGasCloud11getPositionEv	PlayerGasCloud::getPosition()			Y		00176646
_ZN14PlayerGasCloud11hasExplodedEv	PlayerGasCloud::hasExploded()			Y		001769ac
_ZN14PlayerGasCloud11setPositionERKN11AbyssEngine6AEMath6VectorE	PlayerGasCloud::setPosition(AbyssEngine::AEMath::Vector const&)			Y		00176652
_ZN14PlayerGasCloud12isSparkAliveEi	PlayerGasCloud::isSparkAlive(int)			Y		00176610
_ZN14PlayerGasCloud15setSparkInSightEib	PlayerGasCloud::setSparkInSight(int, bool)			Y		001765f8
_ZN14PlayerGasCloud6renderEv	PlayerGasCloud::render()			Y		00176e18
_ZN14PlayerGasCloud6updateEi	PlayerGasCloud::update(int)			Y		001769b4
_ZN14PlayerGasCloud7explodeEiN11AbyssEngine6AEMath6VectorEf	PlayerGasCloud::explode(int, AbyssEngine::AEMath::Vector, float)			Y		00176660
_ZN14PlayerGasCloud9getSparksEv	PlayerGasCloud::getSparks()			Y		00176640
_ZN14PlayerGasCloud9translateERKN11AbyssEngine6AEMath6VectorE	PlayerGasCloud::translate(AbyssEngine::AEMath::Vector const&)			Y		00176658
_ZN14PlayerGasCloudC1EiP21ParticleSystemManagerP10AEGeometryRKN11AbyssEngine6AEMath6VectorE	PlayerGasCloud::PlayerGasCloud(int, ParticleSystemManager*, AEGeometry*, AbyssEngine::AEMath::Vector const&)			Y		001763cc
_ZN14PlayerGasCloudC2EiP21ParticleSystemManagerP10AEGeometryRKN11AbyssEngine6AEMath6VectorE	PlayerGasCloud::PlayerGasCloud(int, ParticleSystemManager*, AEGeometry*, AbyssEngine::AEMath::Vector const&)			Y		001763cc
_ZN14PlayerGasCloudD0Ev	PlayerGasCloud::~PlayerGasCloud()			Y		001765e8
_ZN14PlayerGasCloudD1Ev	PlayerGasCloud::~PlayerGasCloud()			Y		00176520
_ZN14PlayerGasCloudD2Ev	PlayerGasCloud::~PlayerGasCloud()			Y		00176520
_ZN14PlayerJumpgate10timeToJumpEv	PlayerJumpgate::timeToJump()			Y		000a5164
_ZN14PlayerJumpgate11setPositionEfff	PlayerJumpgate::setPosition(float, float, float)			Y		000a51c0
_ZN14PlayerJumpgate14animationEndedEv	PlayerJumpgate::animationEnded()			Y		000a5190
_ZN14PlayerJumpgate22addJumpAnimationHandleEj	PlayerJumpgate::addJumpAnimationHandle(unsigned int)			Y		000a5110
_ZN14PlayerJumpgate6updateEi	PlayerJumpgate::update(int)			Y		000a51f0
_ZN14PlayerJumpgate8activateEv	PlayerJumpgate::activate()			Y		000a5118
_ZN14PlayerJumpgateC1EiP10AEGeometryfffb	PlayerJumpgate::PlayerJumpgate(int, AEGeometry*, float, float, float, bool)			Y		000a4fa4
_ZN14PlayerJumpgateC2EiP10AEGeometryfffb	PlayerJumpgate::PlayerJumpgate(int, AEGeometry*, float, float, float, bool)			Y		000a4fa4
_ZN14PlayerJumpgateD0Ev	PlayerJumpgate::~PlayerJumpgate()			Y		000a5100
_ZN14PlayerJumpgateD1Ev	PlayerJumpgate::~PlayerJumpgate()			Y		000a50fc
_ZN14PlayerJumpgateD2Ev	PlayerJumpgate::~PlayerJumpgate()			Y		000a50fc
_ZN14PlayerWormHole11getPositionEv	PlayerWormHole::getPosition()			Y		000a57a0
_ZN14PlayerWormHole11isShrinkingEv	PlayerWormHole::isShrinking()			Y		000a5324
_ZN14PlayerWormHole11setPositionEfff	PlayerWormHole::setPosition(float, float, float)			Y		000a5336
_ZN14PlayerWormHole15freeMissionLockEv	PlayerWormHole::freeMissionLock()			Y		000a5378
_ZN14PlayerWormHole4openEv	PlayerWormHole::open()			Y		000a5314
_ZN14PlayerWormHole5resetEb	PlayerWormHole::reset(bool)			Y		000a52ec
_ZN14PlayerWormHole6renderEv	PlayerWormHole::render()			Y		000a536a
_ZN14PlayerWormHole6updateEi	PlayerWormHole::update(int)			Y		000a5380
_ZN14PlayerWormHoleC1EiP10AEGeometryfffb	PlayerWormHole::PlayerWormHole(int, AEGeometry*, float, float, float, bool)			Y		000a5254
_ZN14PlayerWormHoleC2EiP10AEGeometryfffb	PlayerWormHole::PlayerWormHole(int, AEGeometry*, float, float, float, bool)			Y		000a5254
_ZN14PlayerWormHoleD0Ev	PlayerWormHole::~PlayerWormHole()			Y		000a5302
_ZN14PlayerWormHoleD1Ev	PlayerWormHole::~PlayerWormHole()			Y		000a52fe
_ZN14PlayerWormHoleD2Ev	PlayerWormHole::~PlayerWormHole()			Y		000a52fe
_ZN14ScrollTouchBox10OnTouchEndEii	ScrollTouchBox::OnTouchEnd(int, int)			Y		00135a98
_ZN14ScrollTouchBox11OnTouchMoveEii	ScrollTouchBox::OnTouchMove(int, int)			Y		00135a72
_ZN14ScrollTouchBox11setPositionEii	ScrollTouchBox::setPosition(int, int)			Y		0013576c
_ZN14ScrollTouchBox12OnTouchBeginEii	ScrollTouchBox::OnTouchBegin(int, int)			Y		00135a54
_ZN14ScrollTouchBox12setYPositionEi	ScrollTouchBox::setYPosition(int)			Y		00135772
_ZN14ScrollTouchBox13touchIsInsideEii	ScrollTouchBox::touchIsInside(int, int)			Y		00135a22
_ZN14ScrollTouchBox15setTextCenteredEb	ScrollTouchBox::setTextCentered(bool)			Y		00135910
_ZN14ScrollTouchBox23getRelativeScrollHeightEv	ScrollTouchBox::getRelativeScrollHeight()			Y		00135948
_ZN14ScrollTouchBox25getRelativeScrollStartPosEv	ScrollTouchBox::getRelativeScrollStartPos()			Y		00135918
_ZN14ScrollTouchBox4drawEv	ScrollTouchBox::draw()			Y		00135778
_ZN14ScrollTouchBox6updateEi	ScrollTouchBox::update(int)			Y		00135998
_ZN14ScrollTouchBox7setTextEN11AbyssEngine6StringE	ScrollTouchBox::setText(AbyssEngine::String)			Y		0013570c
_ZN14ScrollTouchBox7setTextEN11AbyssEngine6StringEi	ScrollTouchBox::setText(AbyssEngine::String, int)			Y		00135600
_ZN14ScrollTouchBoxC1Eiiii	ScrollTouchBox::ScrollTouchBox(int, int, int, int)			Y		00135598
_ZN14ScrollTouchBoxC2Eiiii	ScrollTouchBox::ScrollTouchBox(int, int, int, int)			Y		00135598
_ZN14ScrollTouchBoxD1Ev	ScrollTouchBox::~ScrollTouchBox()			Y		001355d8
_ZN14ScrollTouchBoxD2Ev	ScrollTouchBox::~ScrollTouchBox()			Y		001355d8
_ZN15IParticleSystem10emitManualEN11AbyssEngine6AEMath6VectorEiPKS2_f	IParticleSystem::emitManual(AbyssEngine::AEMath::Vector, int, AbyssEngine::AEMath::Vector const*, float)			Y		00182790
_ZN15IParticleSystem10enableEmitEb	IParticleSystem::enableEmit(bool)			Y		00181d96
_ZN15IParticleSystem12enableRenderEb	IParticleSystem::enableRender(bool)			Y		00181da4
_ZN15IParticleSystem12enableUpdateEb	IParticleSystem::enableUpdate(bool)			Y		00181dbe
_ZN15IParticleSystem14setParticleSetEN16ParticleSettings11ParticleSetE	IParticleSystem::setParticleSet(ParticleSettings::ParticleSet)			Y		00181b1e
_ZN15IParticleSystem16getParticleCountEv	IParticleSystem::getParticleCount()			Y		00181b14
_ZN15IParticleSystem16interpolateColorEiRfS0_S0_S0_	IParticleSystem::interpolateColor(int, float&, float&, float&, float&)			Y		00181c1c
_ZN15IParticleSystem19calcEmitterVelocityEi	IParticleSystem::calcEmitterVelocity(int)			Y		00181b90
_ZN15IParticleSystem19setParticleSetIndexEh	IParticleSystem::setParticleSetIndex(unsigned char)			Y		00181b18
_ZN15IParticleSystem20resetEmitterVelocityEv	IParticleSystem::resetEmitterVelocity()			Y		00181b34
_ZN15IParticleSystem4emitEi	IParticleSystem::emit(int)			Y		00181dc4
_ZN15IParticleSystem6updateEi	IParticleSystem::update(int)			Y		00181d54
_ZN15IParticleSystem9rotateUVsEPfiS0_	IParticleSystem::rotateUVs(float*, int, float*)			Y		00182704
_ZN15IParticleSystem9setMatrixEPKN11AbyssEngine6AEMath6MatrixE	IParticleSystem::setMatrix(AbyssEngine::AEMath::Matrix const*)			Y		00182b40
_ZN15IParticleSystemC2EPN11AbyssEngine11PaintCanvasEPKNS0_6AEMath6MatrixERK5ArrayIN16ParticleSettings11ParticleSetEEbb	IParticleSystem::IParticleSystem(AbyssEngine::PaintCanvas*, AbyssEngine::AEMath::Matrix const*, Array<ParticleSettings::ParticleSet> const&, bool, bool)			Y		001819c0
_ZN15IParticleSystemD2Ev	IParticleSystem::~IParticleSystem()			Y		00182c1c
_ZN15MenuTouchWindow10OnTouchEndEiiPv	MenuTouchWindow::OnTouchEnd(int, int, void*)			Y		0012aabc
_ZN15MenuTouchWindow11OnTouchMoveEiiPv	MenuTouchWindow::OnTouchMove(int, int, void*)			Y		0012a33c
_ZN15MenuTouchWindow11callDlcMenuEv	MenuTouchWindow::callDlcMenu()			Y		0012d064
_ZN15MenuTouchWindow11hideMessageEv	MenuTouchWindow::hideMessage()			Y		0012d01e
_ZN15MenuTouchWindow12OnTouchBeginEiiPv	MenuTouchWindow::OnTouchBegin(int, int, void*)			Y		00129bd4
_ZN15MenuTouchWindow13startValkyrieEv	MenuTouchWindow::startValkyrie()			Y		0012ca80
_ZN15MenuTouchWindow14startSupernovaEv	MenuTouchWindow::startSupernova()			Y		0012cce4
_ZN15MenuTouchWindow15inCinematicModeEv	MenuTouchWindow::inCinematicMode()			Y		0012d000
_ZN15MenuTouchWindow15setCutsceneModeEb	MenuTouchWindow::setCutsceneMode(bool)			Y		00125414
_ZN15MenuTouchWindow16drawLoadSaveMenuEb	MenuTouchWindow::drawLoadSaveMenu(bool)			Y		00125df8
_ZN15MenuTouchWindow16isShowingMessageEv	MenuTouchWindow::isShowingMessage()			Y		0012cffa
_ZN15MenuTouchWindow17isInMissionScreenEv	MenuTouchWindow::isInMissionScreen()			Y		00125406
_ZN15MenuTouchWindow18isMakingScreenshotEv	MenuTouchWindow::isMakingScreenshot()			Y		0012d00e
_ZN15MenuTouchWindow18loadPreviewRecordsEv	MenuTouchWindow::loadPreviewRecords()			Y		00124f1c
_ZN15MenuTouchWindow19createRecordButtonsEb	MenuTouchWindow::createRecordButtons(bool)			Y		00125454
_ZN15MenuTouchWindow20setSkipButtonVisibleEb	MenuTouchWindow::setSkipButtonVisible(bool)			Y		0012d026
_ZN15MenuTouchWindow20showSupernovaMessageEv	MenuTouchWindow::showSupernovaMessage()			Y		00125be0
_ZN15MenuTouchWindow23getRelativeScrollHeightEv	MenuTouchWindow::getRelativeScrollHeight()			Y		00125da4
_ZN15MenuTouchWindow23startSupernovaChallengeEv	MenuTouchWindow::startSupernovaChallenge()			Y		0012d0cc
_ZN15MenuTouchWindow25getRelativeScrollStartPosEv	MenuTouchWindow::getRelativeScrollStartPos()			Y		00125d74
_ZN15MenuTouchWindow4drawEv	MenuTouchWindow::draw()			Y		0012629c
_ZN15MenuTouchWindow6updateEi	MenuTouchWindow::update(int)			Y		00129598
_ZN15MenuTouchWindow8loadGameEi	MenuTouchWindow::loadGame(int)			Y		00125c2c
_ZN15MenuTouchWindow8render3DEv	MenuTouchWindow::render3D()			Y		0012cfe4
_ZN15MenuTouchWindow8saveGameEi	MenuTouchWindow::saveGame(int)			Y		00125b28
_ZN15MenuTouchWindow9addButtonEiN11AbyssEngine6StringEiP5ArrayIP11TouchButtonEi	MenuTouchWindow::addButton(int, AbyssEngine::String, int, Array<TouchButton*>*, int)			Y		00124fd8
_ZN15MenuTouchWindow9startGOF2Ev	MenuTouchWindow::startGOF2()			Y		0012cf84
_ZN15MenuTouchWindowC1Ei	MenuTouchWindow::MenuTouchWindow(int)			Y		0012299c
_ZN15MenuTouchWindowC2Ei	MenuTouchWindow::MenuTouchWindow(int)			Y		0012299c
_ZN15MenuTouchWindowD1Ev	MenuTouchWindow::~MenuTouchWindow()			Y		00125170
_ZN15MenuTouchWindowD2Ev	MenuTouchWindow::~MenuTouchWindow()			Y		00125170
_ZN15PlayerStaticFar12outerCollideEN11AbyssEngine6AEMath6VectorE	PlayerStaticFar::outerCollide(AbyssEngine::AEMath::Vector)			Y		0011c506
_ZN15PlayerStaticFar12outerCollideEfff	PlayerStaticFar::outerCollide(float, float, float)			Y		0011c4fc
_ZN15PlayerStaticFar12setYRotationEi	PlayerStaticFar::setYRotation(int)			Y		0011c2d8
_ZN15PlayerStaticFar15getInitPositionEN11AbyssEngine6AEMath6VectorE	PlayerStaticFar::getInitPosition(AbyssEngine::AEMath::Vector)			Y		0011c4ee
_ZN15PlayerStaticFar19getProjectionVectorERKN11AbyssEngine6AEMath6VectorE	PlayerStaticFar::getProjectionVector(AbyssEngine::AEMath::Vector const&)			Y		0011c510
_ZN15PlayerStaticFar25projectCollisionOnSurfaceERKN11AbyssEngine6AEMath6VectorE	PlayerStaticFar::projectCollisionOnSurface(AbyssEngine::AEMath::Vector const&)			Y		0011c52e
_ZN15PlayerStaticFar6renderEv	PlayerStaticFar::render()			Y		0011c2da
_ZN15PlayerStaticFar6updateEi	PlayerStaticFar::update(int)			Y		0011c2e0
_ZN15PlayerStaticFar7collideEfff	PlayerStaticFar::collide(float, float, float)			Y		0011c460
_ZN15PlayerStaticFarC1EiP10AEGeometryfff	PlayerStaticFar::PlayerStaticFar(int, AEGeometry*, float, float, float)			Y		0011c254
_ZN15PlayerStaticFarC2EiP10AEGeometryfff	PlayerStaticFar::PlayerStaticFar(int, AEGeometry*, float, float, float)			Y		0011c254
_ZN15PlayerStaticFarD0Ev	PlayerStaticFar::~PlayerStaticFar()			Y		0011c2c8
_ZN15PlayerStaticFarD1Ev	PlayerStaticFar::~PlayerStaticFar()			Y		0011c2c4
_ZN15PlayerStaticFarD2Ev	PlayerStaticFar::~PlayerStaticFar()			Y		0011c2c4
_ZN16AEPaymentProductD1Ev	AEPaymentProduct::~AEPaymentProduct()	Y			00353dd8	
_ZN16AEPaymentProductD2Ev	AEPaymentProduct::~AEPaymentProduct()	Y			00353e7c	
_ZN16ParticleSettings11InterpolateENS_11ParticleSetES0_fS0_	ParticleSettings::Interpolate(ParticleSettings::ParticleSet, ParticleSettings::ParticleSet, float, ParticleSettings::ParticleSet)			Y		00183f4c
_ZN16ParticleSettings11multiplyAllEf	ParticleSettings::multiplyAll(float)			Y		00183e68
_ZN16ParticleSettings4initEv	ParticleSettings::init()			Y		00184020
_ZN16ParticleSettingsC1Ev	ParticleSettings::ParticleSettings()			Y		00183fe8
_ZN16ParticleSettingsC2Ev	ParticleSettings::ParticleSettings()			Y		00183fe8
_ZN16ParticleSettingsD2Ev	ParticleSettings::~ParticleSettings()			Y		00185474
_ZN16ParticleSettingsUt_aSERKS0_	ParticleSettings::'unnamed'::operator=(ParticleSettings::'unnamed' const&)			Y		000a06ce
_ZN16SimpleMeshMergerC1ERK5ArrayItES0_IN11AbyssEngine6AEMath6MatrixEEPNS4_11PaintCanvasEt	SimpleMeshMerger::SimpleMeshMerger(Array<unsigned short> const&, Array<AbyssEngine::AEMath::Matrix>, AbyssEngine::PaintCanvas*, unsigned short)			Y		00180ecc
_ZN16SimpleMeshMergerC2ERK5ArrayItES0_IN11AbyssEngine6AEMath6MatrixEEPNS4_11PaintCanvasEt	SimpleMeshMerger::SimpleMeshMerger(Array<unsigned short> const&, Array<AbyssEngine::AEMath::Matrix>, AbyssEngine::PaintCanvas*, unsigned short)			Y		00180ecc
_ZN16SystemPathFinder13constructPathEP4Node	SystemPathFinder::constructPath(Node*)			Y		0011ba96
_ZN16SystemPathFinder13getSystemPathEP5ArrayIP11SolarSystemEii	SystemPathFinder::getSystemPath(Array<SolarSystem*>*, int, int)			Y		0011b7a8
_ZN16SystemPathFinder15getJumpDistanceEP5ArrayIP11SolarSystemEii	SystemPathFinder::getJumpDistance(Array<SolarSystem*>*, int, int)			Y		0011b780
_ZN16SystemPathFinder6searchEP4NodeS1_	SystemPathFinder::search(Node*, Node*)			Y		0011b968
_ZN16SystemPathFinder8containsEP5ArrayIP4NodeES2_	SystemPathFinder::contains(Array<Node*>*, Node*)			Y		0011bb54
_ZN16SystemPathFinderC1Ev	SystemPathFinder::SystemPathFinder()			Y		0011b77c
_ZN16SystemPathFinderC2Ev	SystemPathFinder::SystemPathFinder()			Y		0011b77c
_ZN16SystemPathFinderD1Ev	SystemPathFinder::~SystemPathFinder()			Y		0011b77e
_ZN16SystemPathFinderD2Ev	SystemPathFinder::~SystemPathFinder()			Y		0011b77e
_ZN17PlayerFixedObject11getPositionEv	PlayerFixedObject::getPosition()			Y		00154056
_ZN17PlayerFixedObject11moveForwardEi	PlayerFixedObject::moveForward(int)			Y		00154134
_ZN17PlayerFixedObject11setPositionERKN11AbyssEngine6AEMath6VectorE	PlayerFixedObject::setPosition(AbyssEngine::AEMath::Vector const&)			Y		00153fb4
_ZN17PlayerFixedObject11setPositionEfff	PlayerFixedObject::setPosition(float, float, float)			Y		00153eec
_ZN17PlayerFixedObject12outerCollideEN11AbyssEngine6AEMath6VectorE	PlayerFixedObject::outerCollide(AbyssEngine::AEMath::Vector)			Y		00154e50
_ZN17PlayerFixedObject12outerCollideEfff	PlayerFixedObject::outerCollide(float, float, float)			Y		00154e5a
_ZN17PlayerFixedObject14getDockingTypeEv	PlayerFixedObject::getDockingType()			Y		00154ef0
_ZN17PlayerFixedObject14getTransportIDEv	PlayerFixedObject::getTransportID()			Y		00154efc
_ZN17PlayerFixedObject14setDockingTypeEi	PlayerFixedObject::setDockingType(int)			Y		00154eea
_ZN17PlayerFixedObject14setTransportIDEi	PlayerFixedObject::setTransportID(int)			Y		00154ef6
_ZN17PlayerFixedObject16setWreckedMeshIdEi	PlayerFixedObject::setWreckedMeshId(int)			Y		0015407c
_ZN17PlayerFixedObject17setExhaustVisibleEb	PlayerFixedObject::setExhaustVisible(bool)			Y		00154cb0
_ZN17PlayerFixedObject19getProjectionVectorERKN11AbyssEngine6AEMath6VectorE	PlayerFixedObject::getProjectionVector(AbyssEngine::AEMath::Vector const&)			Y		00154dd6
_ZN17PlayerFixedObject20setDeadButSelectableEv	PlayerFixedObject::setDeadButSelectable()			Y		00154f24
_ZN17PlayerFixedObject25projectCollisionOnSurfaceERKN11AbyssEngine6AEMath6VectorE	PlayerFixedObject::projectCollisionOnSurface(AbyssEngine::AEMath::Vector const&)			Y		00154e16
_ZN17PlayerFixedObject5resetEv	PlayerFixedObject::reset()			Y		00153e24
_ZN17PlayerFixedObject5setBVEP14BoundingVolume	PlayerFixedObject::setBV(BoundingVolume*)			Y		0015401c
_ZN17PlayerFixedObject5setBVEP5ArrayIP14BoundingVolumeE	PlayerFixedObject::setBV(Array<BoundingVolume*>*)			Y		00154016
_ZN17PlayerFixedObject6renderEv	PlayerFixedObject::render()			Y		00154cdc
_ZN17PlayerFixedObject6updateEi	PlayerFixedObject::update(int)			Y		001541e0
_ZN17PlayerFixedObject7collideEfff	PlayerFixedObject::collide(float, float, float)			Y		00154d4a
_ZN17PlayerFixedObject7getNameEv	PlayerFixedObject::getName()			Y		00154f02
_ZN17PlayerFixedObject7setNameEN11AbyssEngine6StringE	PlayerFixedObject::setName(AbyssEngine::String)			Y		00154f12
_ZN17PlayerFixedObject8hideShipEv	PlayerFixedObject::hideShip()			Y		00154f1a
_ZN17PlayerFixedObject9setMovingEb	PlayerFixedObject::setMoving(bool)			Y		00153ee4
_ZN17PlayerFixedObject9translateERKN11AbyssEngine6AEMath6VectorE	PlayerFixedObject::translate(AbyssEngine::AEMath::Vector const&)			Y		00153fd0
_ZN17PlayerFixedObjectC1EiiP6PlayerP10AEGeometryfff	PlayerFixedObject::PlayerFixedObject(int, int, Player*, AEGeometry*, float, float, float)			Y		00153a7c
_ZN17PlayerFixedObjectC2EiiP6PlayerP10AEGeometryfff	PlayerFixedObject::PlayerFixedObject(int, int, Player*, AEGeometry*, float, float, float)			Y		00153a7c
_ZN17PlayerFixedObjectD0Ev	PlayerFixedObject::~PlayerFixedObject()			Y		00153e14
_ZN17PlayerFixedObjectD1Ev	PlayerFixedObject::~PlayerFixedObject()			Y		00153d70
_ZN17PlayerFixedObjectD2Ev	PlayerFixedObject::~PlayerFixedObject()			Y		00153d70
_ZN17ScrollTouchWindow10OnTouchEndEii	ScrollTouchWindow::OnTouchEnd(int, int)			Y		0017456a
_ZN17ScrollTouchWindow10drawTextBGEv	ScrollTouchWindow::drawTextBG()			Y		0017448c
_ZN17ScrollTouchWindow11OnTouchMoveEii	ScrollTouchWindow::OnTouchMove(int, int)			Y		00174558
_ZN17ScrollTouchWindow12OnTouchBeginEii	ScrollTouchWindow::OnTouchBegin(int, int)			Y		00174552
_ZN17ScrollTouchWindow12setYPositionEi	ScrollTouchWindow::setYPosition(int)			Y		00174328
_ZN17ScrollTouchWindow15setTextCenteredEb	ScrollTouchWindow::setTextCentered(bool)			Y		00174484
_ZN17ScrollTouchWindow4drawEv	ScrollTouchWindow::draw()			Y		00174330
_ZN17ScrollTouchWindow6updateEi	ScrollTouchWindow::update(int)			Y		0017454c
_ZN17ScrollTouchWindow7setTextEN11AbyssEngine6StringES1_	ScrollTouchWindow::setText(AbyssEngine::String, AbyssEngine::String)			Y		00174264
_ZN17ScrollTouchWindow7setTextEN11AbyssEngine6StringES1_i	ScrollTouchWindow::setText(AbyssEngine::String, AbyssEngine::String, int)			Y		001742c4
_ZN17ScrollTouchWindowC1Eiiii	ScrollTouchWindow::ScrollTouchWindow(int, int, int, int)			Y		001741c0
_ZN17ScrollTouchWindowC1Eiiiib	ScrollTouchWindow::ScrollTouchWindow(int, int, int, int, bool)			Y		00174128
_ZN17ScrollTouchWindowC2Eiiii	ScrollTouchWindow::ScrollTouchWindow(int, int, int, int)			Y		001741c0
_ZN17ScrollTouchWindowC2Eiiiib	ScrollTouchWindow::ScrollTouchWindow(int, int, int, int, bool)			Y		00174128
_ZN17ScrollTouchWindowD1Ev	ScrollTouchWindow::~ScrollTouchWindow()			Y		00174244
_ZN17ScrollTouchWindowD2Ev	ScrollTouchWindow::~ScrollTouchWindow()			Y		00174244
_ZN18ParticleSystemMesh11setParticleERKN11AbyssEngine6AEMath6VectorEfjffffbffS4_	ParticleSystemMesh::setParticle(AbyssEngine::AEMath::Vector const&, float, unsigned int, float, float, float, float, bool, float, float, AbyssEngine::AEMath::Vector const&)			Y		00186820
